Group ID,PMID,PMCID,DOI,Title,Authors,First Author,Journal/Book,Publication Year,Create Date,Source Files,Source Row Count,Is OA,OA URL,Download Source,PDF Path,File Size Bytes,SHA256,Page Count,PDF Title,PDF Author,PDF Subject,PDF Keywords,PDF Creator,PDF Producer
paper-0091,38596781,PMC11001619,10.1016/j.euros.2024.03.012,Predictive Models for Assessing Patients' Response to Treatment in Metastatic Prostate Cancer: A Systematic Review,"Lawlor A, Lin C, Gómez Rivas J, Ibáñez L, Abad López P, Willemse PP, Imran Omar M, Remmers S, Cornford P, Rajwa P, Nicoletti R, Gandaglia G, Yuen-Chun Teoh J, Moreno Sierra J, Golozar A, Bjartell A, Evans-Axelsson S, N'Dow J, Zong J, Ribal MJ, Roobol MJ, Van Hemelrijck M, Beyer K; PIONEER Consortium.",Lawlor A,Eur Urol Open Sci,2024,2024/04/10,csv-OHDSI-set.csv,1,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC11001619/pdf/main.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.euros.2024.03.012__e0f3c6c8982d.pdf,787779,64eaba6dab9d3b8af1469dd210895a4b90dccd5e824018c5e8fb90c7a127ebe9,10,Predictive Models for Assessing Patients’ Response to Treatment in Metastatic Prostate Cancer: A Systematic Review,Ailbhe Lawlor,"European Urology Open Science, 63 (2024) doi:10.1016/j.euros.2024.03.012",,Elsevier,Acrobat Distiller 24.0 (Windows)
paper-0092,35786634,PMC9400842,10.2196/37821,Methodological Issues in Using a Common Data Model of COVID-19 Vaccine Uptake and Important Adverse Events of Interest: Feasibility Study of Data and Connectivity COVID-19 Vaccines Pharmacovigilance in the United Kingdom,"Delanerolle G, Williams R, Stipancic A, Byford R, Forbes A, Tsang RSM, Anand SN, Bradley D, Murphy S, Akbari A, Bedston S, Lyons RA, Owen R, Torabi F, Beggs J, Chuter A, Balharry D, Joy M, Sheikh A, Hobbs FDR, de Lusignan S.",Delanerolle G,JMIR Form Res,2022,2022/07/05,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://formative.jmir.org/2022/8/e37821/PDF,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.2196_37821__d621e85d6f1f.pdf,327146,18658081dce2f38ed680d06a1753191f33f9d8f73ef2366b2db1727cd54ea62c,14,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
paper-0094,38433286,PMC10940053,10.1017/S2045796024000088,Incidence of mental health diagnoses during the COVID-19 pandemic: a multinational network study,"Chai Y, Man KKC, Luo H, Torre CO, Wing YK, Hayes JF, Osborn DPJ, Chang WC, Lin X, Yin C, Chan EW, Lam ICH, Fortin S, Kern DM, Lee DY, Park RW, Jang JW, Li J, Seager S, Lau WCY, Wong ICK.",Chai Y,Epidemiol Psychiatr Sci,2024,2024/03/03,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/4286D77D2E42C04FE5470D7DDE54C97F/S2045796024000088a.pdf/div-class-title-incidence-of-mental-health-diagnoses-during-the-covid-19-pandemic-a-multinational-network-study-div.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1017_s2045796024000088__6ebb433701e2.pdf,1668375,c9fe140575b32c6763eec1661ed0ca01074864811c6ec55897abd1ad2a8dfec3,13,,,,,LaTeX with hyperref,LuaTeX-1.15.0
paper-0095,41166331,PMC12574879,10.1371/journal.pone.0334848,Kineret: Israel's Largest Hospital Network Transformed into the OMOP common data model for collaborative research,"Rappoport N, Livne G, Perry Cohen N, Makover N, Eshel-Geva H, Kapach H, Hadad T, Alon Y, Rubin R, Chai S, da Villa S, Hochman O.",Rappoport N,PLoS One,2025,2025/10/30,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://europepmc.org/articles/PMC12574879?pdf=render,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1371_journal.pone.0334848__807eb41c1d53.pdf,2940086,2f1ab7227b3a21a2764ded1e4b7b68e4e70e48a8d448c3356ae8d455f8b30e25,16,Kineret: Israel’s Largest Hospital Network Transformed into the OMOP common data model for collaborative research,Nadav Rappoport,,,,
paper-0096,40124300,PMC11926709,10.1016/j.dib.2025.111418,A dataset for mapping the Japanese drugs to RxNorm standard concepts,"Kimura E, Kawakami Y, Inoue S, Okajima A.",Kimura E,Data Brief,2025,2025/03/24,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://europepmc.org/articles/PMC11926709?pdf=render,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.dib.2025.111418__a5364ec6bc8a.pdf,308806,3423959c5a48025130a002a30e409079a08feff82a1a02a005b076ea0759be74,7,A dataset for mapping the Japanese drugs to RxNorm standard concepts,Eizen Kimura,"Data in Brief, 59 (2025) 111418. doi:10.1016/j.dib.2025.111418","""RxNorm""; ""Machine learning""; ""Controlled terminology""; ""Drug database""",Elsevier,Acrobat Distiller 10.0.0 (Windows)
paper-0097,36795690,PMC9934349,10.1371/journal.pone.0281929,Using a data-driven approach for the development and evaluation of phenotype algorithms for systemic lupus erythematosus,"Swerdel JN, Ramcharran D, Hardin J.",Swerdel JN,PLoS One,2023,2023/02/16,csv-OHDSI-set.csv,1,yes,https://europepmc.org/articles/PMC9934349?pdf=render,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1371_journal.pone.0281929__6b5bdf242d6a.pdf,1153615,68626c5f11a25cb34991d14cd5c7839065f861c8c5d6a2d0dbecdf0648251387,13,Using a data-driven approach for the development and evaluation of phenotype algorithms for systemic lupus erythematosus,"Joel N. Swerdel, Darmendra Ramcharran, Jill Hardin",,,PTC Arbortext Layout Developer 12.1.6180/W-x64,PDFlib+PDI 9.3.1p2 (C++/Win64)
paper-0098,33975825,PMC8111167,10.1136/bmj.n1038,Use of repurposed and adjuvant drugs in hospital patients with covid-19: multinational network cohort study,"Prats-Uribe A, Sena AG, Lai LYH, Ahmed WU, Alghoul H, Alser O, Alshammari TM, Areia C, Carter W, Casajust P, Dawoud D, Golozar A, Jonnagaddala J, Mehta PP, Gong M, Morales DR, Nyberg F, Posada JD, Recalde M, Roel E, Shah K, Shah NH, Schilling LM, Subbian V, Vizcaya D, Zhang L, Zhang Y, Zhu H, Liu L, Cho J, Lynch KE, Matheny ME, You SC, Rijnbeek PR, Hripcsak G, Lane JC, Burn E, Reich C, Suchard MA, Duarte-Salles T, Kostka K, Ryan PB, Prieto-Alhambra D.",Prats-Uribe A,BMJ,2021,2021/05/12,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://www.bmj.com/content/bmj/373/bmj.n1038.full.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1136_bmj.n1038__6928973dd976.pdf,9914771,3acbf893cc9d0e4bd54004edb974d507c3ca578013611cc59ce9e65ac85e188b,12,,,,,Adobe InDesign CS6 (Windows),Adobe PDF Library 10.0.1
paper-0099,40167184,PMC12662139,10.14309/ajg.0000000000003460,Incidence and Survival of Colorectal Cancer in the United Kingdom From 2000 to 2021: A Population-Based Cohort Study,"Pedregal-Pascual P, Guarner-Argente C, Tan EH, Golozar A, Duarte-Salles T, Weinberger Rosen A, Delmestri A, Man WY, Burn E, Prieto-Alhambra D, Newby D.",Pedregal-Pascual P,Am J Gastroenterol,2025,2025/04/01,csv-OHDSI-set.csv,1,yes,https://pure.eur.nl/ws/files/226735688/Incidence_and_Survival_of_Colorectal_Cancer_in_the_United_Kingdom_From_2000_to_2021.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.14309_ajg.0000000000003460__1144362ac16c.pdf,1126680,8000e3a4482177eead582d95fbac0e45e35a980a92fe61f6f8ba3e3f61b43e9a,9,,,,,Arbortext Advanced Print Publisher 9.1.510/W Unicode,Acrobat Distiller 7.0 (Windows)
paper-0100,39761272,PMC11703056,10.1371/journal.pone.0311511,ETL: From the German Health Data Lab data formats to the OMOP Common Data Model,"Finster M, Moinat M, Taghizadeh E.",Finster M,PLoS One,2025,2025/01/06,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0311511&type=printable,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1371_journal.pone.0311511__d3b3381ea67a.pdf,1729561,f3bcb994b9d6145feabf801f100b23ec538b558fba4af3c20df264125afaa508,21,ETL: From the German Health Data Lab data formats to the OMOP Common Data Model,"Melissa Finster, Maxim Moinat, Elham Taghizadeh",,,PTC Arbortext Layout Developer 12.1.6180/W-x64,PDFlib+PDI 9.3.1p2 (C++/Win64)
paper-0101,34930903,PMC8688463,10.1038/s41398-021-01760-6,Predictors of diagnostic transition from major depressive disorder to bipolar disorder: a retrospective observational network study,"Nestsiarovich A, Reps JM, Matheny ME, DuVall SL, Lynch KE, Beaton M, Jiang X, Spotnitz M, Pfohl SR, Shah NH, Torre CO, Reich CG, Lee DY, Son SJ, You SC, Park RW, Ryan PB, Lambert CG.",Nestsiarovich A,Transl Psychiatry,2021,2021/12/21,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://www.nature.com/articles/s41398-021-01760-6.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1038_s41398-021-01760-6__6204fd0d513a.pdf,1353444,26b8a436e10eff62a5b74bb59c9acd56d066a3d924160c7bbbd8d337f9c71abb,8,Predictors of diagnostic transition from major depressive disorder to bipolar disorder: a retrospective observational network study,Anastasiya Nestsiarovich,"Translational Psychiatry, doi:10.1038/s41398-021-01760-6",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
paper-0102,27592566,PMC5108459,10.1002/sim.6977,Robust empirical calibration of p-values using observational data,"Schuemie MJ, Hripcsak G, Ryan PB, Madigan D, Suchard MA.",Schuemie MJ,Stat Med,2016,2016/09/06,csv-OHDSI-set.csv,1,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/sim.6977,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1002_sim.6977__4fd5bd108073.pdf,356075,12521cfebee2509ba9d2ae624cb6d55ee6fa6ec9bf8bb8da9e907d5bdf2553df,6,Robust empirical calibration of p-values using observational data,"Martijn J. Schuemie, George Hripcsak, Patrick B. Ryan, David Madigan, Marc A. Suchard",,,Arbortext Advanced Print Publisher 9.0.114/W Unicode,Acrobat Distiller 9.5.0 (Windows)
paper-0103,40173432,PMC12004012,10.2196/60917,Conversion of Sensitive Data to the Observational Medical Outcomes Partnership Common Data Model: Protocol for the Development and Use of Carrot,"Cox S, Masood E, Panagi V, Macdonald C, Milligan G, Horban S, Santos R, Hall C, Lea D, Tarr S, Mumtaz S, Akashili E, Rae A, Urwin E, Cole C, Sheikh A, Jefferson E, Quinlan PR.",Cox S,JMIR Res Protoc,2025,2025/04/02,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://discovery.dundee.ac.uk/ws/files/150023353/resprot-2025-1-e60917.pdf,oa_url,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.2196_60917__7a1a77c0266b.pdf,364078,19b29aaaf4eda8cfaa9cb2456cac3639d4de413e6b6255967c0306c1af126494,11,,,,,,OpenPDF 1.4.2
paper-0104,34267326,PMC8281807,10.1038/s41366-021-00893-4,"Characteristics and outcomes of 627 044 COVID-19 patients living with and without obesity in the United States, Spain, and the United Kingdom","Recalde M, Roel E, Pistillo A, Sena AG, Prats-Uribe A, Ahmed WU, Alghoul H, Alshammari TM, Alser O, Areia C, Burn E, Casajust P, Dawoud D, DuVall SL, Falconer T, Fernández-Bertolín S, Golozar A, Gong M, Lai LYH, Lane JCE, Lynch KE, Matheny ME, Mehta PP, Morales DR, Natarjan K, Nyberg F, Posada JD, Reich CG, Rijnbeek PR, Schilling LM, Shah K, Shah NH, Subbian V, Zhang L, Zhu H, Ryan P, Prieto-Alhambra D, Kostka K, Duarte-Salles T.",Recalde M,Int J Obes (Lond),2021,2021/07/16,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://www.nature.com/articles/s41366-021-00893-4.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1038_s41366-021-00893-4__3ecd4aa589d3.pdf,2425651,fabf03f80caff032ee095aedff557645cc55eecdc9a6de5d39a82849edc63a07,11,"Characteristics and outcomes of 627 044 COVID-19 patients living with and without obesity in the United States, Spain, and the United Kingdom",Martina Recalde,"International Journal of Obesity, doi:10.1038/s41366-021-00893-4",,Springer,
paper-0105,33725121,PMC7989171,10.1093/rheumatology/keab250,COVID-19 in patients with autoimmune diseases: characteristics and outcomes in a multinational network of cohorts across three countries,"Tan EH, Sena AG, Prats-Uribe A, You SC, Ahmed WU, Kostka K, Reich C, Duvall SL, Lynch KE, Matheny ME, Duarte-Salles T, Bertolin SF, Hripcsak G, Natarajan K, Falconer T, Spotnitz M, Ostropolets A, Blacketer C, Alshammari TM, Alghoul H, Alser O, Lane JCE, Dawoud DM, Shah K, Yang Y, Zhang L, Areia C, Golozar A, Recalde M, Casajust P, Jonnagaddala J, Subbian V, Vizcaya D, Lai LYH, Nyberg F, Morales DR, Posada JD, Shah NH, Gong M, Vivekanantham A, Abend A, Minty EP, Suchard M, Rijnbeek P, Ryan PB, Prieto-Alhambra D.",Tan EH,Rheumatology (Oxford),2021,2021/03/16,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://academic.oup.com/rheumatology/article-pdf/60/SI/SI37/40544680/keab250.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1093_rheumatology_keab250__88e39ebb8117.pdf,594357,be04b0ee65ace55275abe195bb48fb1fd4315d65589623a0de3ae5c3f5b58a62,14,OP-BRHE210250 37..50,,,,Arbortext Advanced Print Publisher 9.0.114/W,Acrobat Distiller 8.0.0 (Windows)
paper-0108,27014709,PMC4780748,10.13063/2327-9214.1189,"Data Extraction and Management in Networks of Observational Health Care Databases for Scientific Research: A Comparison of EU-ADR, OMOP, Mini-Sentinel and MATRICE Strategies","Gini R, Schuemie M, Brown J, Ryan P, Vacchi E, Coppola M, Cazzola W, Coloma P, Berni R, Diallo G, Oliveira JL, Avillach P, Trifirò G, Rijnbeek P, Bellentani M, van Der Lei J, Klazinga N, Sturkenboom M.",Gini R,EGEMS (Wash DC),2016,2016/03/26,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,http://egems.academyhealth.org/articles/10.13063/2327-9214.1189/galley/123/download/,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.13063_2327-9214.1189__3f4b34111347.pdf,399110,6c3457a3bdaa17da8f3ce0319aa1d23c1ff41fe714b8e389434d58e915384547,24,"Data Extraction And Management In Networks Of Observational Health Care Databases For Scientific Research: A Comparison Among EU-ADR, OMOP, Mini-Sentinel And MATRICE Strategies",,,,Appligent AppendPDF Pro 5.5,Prince 9.0 rev 5 (www.princexml.com)
paper-0109,35211336,PMC8826001,10.1017/cts.2021.880,Ensuring a safe(r) harbor: Excising personally identifiable information from structured electronic health record data,"Pfaff ER, Haendel MA, Kostka K, Lee A, Niehaus E, Palchuk MB, Walters K, Chute CG.",Pfaff ER,J Clin Transl Sci,2021,2022/02/25,csv-OHDSI-set.csv,1,yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/1A958744415C4F1E40E4701C7E81D8B2/S2059866121008803a.pdf/div-class-title-ensuring-a-safe-r-harbor-excising-personally-identifiable-information-from-structured-electronic-health-record-data-div.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1017_cts.2021.880__997197699dbb.pdf,286441,b9cc3be6775c5283735c4425356b0afff7abbc5deb7a3a6278c71a7e0faf5c0a,3,Ensuring a safe(r) harbor: Excising personally identifiable information from structured electronic health record data,,,,Arbortext Advanced Print Publisher 9.1.405/W Unicode,Acrobat Distiller 10.0.0 (Windows)
paper-0110,39973032,PMC11854637,10.4258/hir.2025.31.1.4,Utility of Treatment Pattern Analysis Using a Common Data Model: A Scoping Review,"Park EG, Kim MJ, Kim J, Shin K, Ryu B.",Park EG,Healthc Inform Res,2025,2025/02/20,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://e-hir.org/upload/pdf/hir-2025-31-1-4.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.4258_hir.2025.31.1.4__c5a253d9eb8d.pdf,228655,331867b2726c0b9f3ee384f9c9a6ae7cb3f56b0ff9e270b430c510cad134e29a,12,,,,,Adobe InDesign 19.1 (Windows),Adobe PDF Library 17.0; modified using iText 5.0.3 (c) 1T3XT BVBA
paper-0112,39896425,PMC11783105,10.1016/j.xops.2024.100666,Implementing a Common Data Model in Ophthalmology: Mapping Structured Electronic Health Record Ophthalmic Examination Data to Standard Vocabularies,"Quon JC, Long CP, Halfpenny W, Chuang A, Cai CX, Baxter SL, Daketi V, Schmitz A, Bahroos N, Xu BY, Toy BC.",Quon JC,Ophthalmol Sci,2024,2025/02/03,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC11783105/pdf/main.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.xops.2024.100666__cca849c79bff.pdf,974063,501631b8baf67b44350cd362f554b439bfac312ba698bb8116be5d36d35a31de,9,Implementing a Common Data Model in Ophthalmology: Mapping Structured Electronic Health Record Ophthalmic Examination Data to Standard Vocabularies,Justin C. Quon MD,"Ophthalmology Science, 5 (2025) 100666. doi:10.1016/j.xops.2024.100666",,Elsevier,Acrobat Distiller 8.1.0 (Windows)
paper-0114,40774333,PMC12331365,10.2196/74119,Advancing Real-World Evidence Through a Federated Health Data Network (EHDEN): Descriptive Study,"Blacketer C, Schuemie MJ, Moinat M, Voss EA, Camprubi M, Rijnbeek PR, Ryan PB.",Blacketer C,J Med Internet Res,2025,2025/08/07,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.2196_74119__5d4f666736bb.pdf,771220,45f8bab098b65ef6a397af8742ca1844f51c9e366ad27d13aabe6c057ce21d9d,24,,Peter Rijnbeek,,,Microsoft Word,
paper-0115,38425704,PMC10903973,10.1093/jamiaopen/ooae017,A framework for understanding an open scientific community using automated harvesting of public artifacts,"Liu S, Golozar A, Buesgens N, McLeggon JA, Black A, Nagy P.",Liu S,JAMIA Open,2024,2024/03/01,csv-OHDSI-set.csv,1,yes,https://academic.oup.com/jamiaopen/article-pdf/7/1/ooae017/56798588/ooae017.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1093_jamiaopen_ooae017__82141437f3b1.pdf,1093345,3469e59c51f2ac7db224b499d05cb8c15aa60489bcb5bad1b2b5d7b0a4d3dcba,7,OP-JAMO240017 1..7,,,,Servigistics Arbortext Advanced Print Publisher 11.1.4667/W,PDFlib+PDI 9.0.7p3 (C++/Win32)
paper-0116,41930302,PMC13040891,10.1016/j.esmorw.2025.100655,Evaluating the statistical utility and information loss in the transformation of a real-world oncology database from CDISC-SDTM to OMOP-CDM,"Lambert A, Castagne C, Pau D, Chmiel J, Labarga A, Boernert E, Margraff F, Bachot C, Kaczmarek L, Toshev D, Martinez G J, Stone T.",Lambert A,ESMO Real World Data Digit Oncol,2025,2026/04/03,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://www.esmorwd.org/article/S2949-8201(25)00544-2/pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.esmorw.2025.100655__7bb6481cc22d.pdf,718010,b56ad8d988e5f1a323184fa60efda1d437e6bffa0a6bd21cfbfddfb7e1892a70,8,Evaluating the statistical utility and information loss in the transformation of a real-world oncology database from CDISC-SDTM to OMOP-CDM,A. Lambert,"ESMO Real World Data and Digital Oncology, 11 (2026) 100655. doi:10.1016/j.esmorw.2025.100655",,Elsevier,PDFlib+PDI 10.0.2p2 (C++/Win64)
paper-0117,30016814,PMC6178200,10.3414/ME17-02-0025,MIRACUM: Medical Informatics in Research and Care in University Medicine,"Prokosch HU, Acker T, Bernarding J, Binder H, Boeker M, Boerries M, Daumke P, Ganslandt T, Hesser J, Höning G, Neumaier M, Marquardt K, Renz H, Rothkötter HJ, Schade-Brittinger C, Schmücker P, Schüttler J, Sedlmayr M, Serve H, Sohrabi K, Storf H.",Prokosch HU,Methods Inf Med,2018,2018/07/18,csv-OHDSI-set.csv,1,yes,http://www.thieme-connect.de/products/ejournals/pdf/10.3414/ME17-02-0025.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.3414_me17-02-0025__66bf12c6b733.pdf,824129,60816238204debf0bcba00ad33ad8f25810fae9965024b84b2f2f4fb81eeef17,10,,,,,tango media (x64),MarkStein tango media (x64) 5.2.5.9.47253; modified using iText 2.1.7 by 1T3XT
paper-0118,39820599,PMC11737733,10.1371/journal.pone.0310634,CohortDiagnostics: Phenotype evaluation across a network of observational data sources using population-level characterization,"Rao GA, Shoaibi A, Makadia R, Hardin J, Swerdel J, Weaver J, Voss EA, Conover MM, Fortin S, Sena AG, Knoll C, Hughes N, Gilbert JP, Blacketer C, Andryc A, DeFalco F, Molinaro A, Reps J, Schuemie MJ, Ryan PB.",Rao GA,PLoS One,2025,2025/01/17,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0310634&type=printable,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1371_journal.pone.0310634__b9ca5594ae40.pdf,1678603,0c5a88346b82c641b7b037741a8128b5bb100733c33a331f93f06177e821e85e,17,CohortDiagnostics: Phenotype evaluation across a network of observational data sources using population-level characterization,"Gowtham A. Rao, Azza Shoaibi, Rupa Makadia, Jill Hardin, Joel Swerdel, James Weaver, Erica A. Voss, Mitchell M. Conover, Stephen Fortin, Anthony G. Sena, Chris Knoll, Nigel Hughes, James P. Gilbert, Clair Blacketer, Alan Andryc, Frank DeFalco, Anthony Molinaro, Jenna Reps, Martijn J. Schuemie, Patrick B. Ryan",,,PTC Arbortext Layout Developer 12.1.6180/W-x64,PDFlib+PDI 9.3.1p2 (C++/Win64)
paper-0119,35810265,PMC9296392,10.1007/s40264-022-01198-9,Hip Fracture Risk After Treatment with Tramadol or Codeine: An Observational Study,"Voss EA, Ali SR, Singh A, Rijnbeek PR, Schuemie MJ, Fife D.",Voss EA,Drug Saf,2022,2022/07/09,csv-OHDSI-set.csv,1,yes,https://link.springer.com/content/pdf/10.1007/s40264-022-01198-9.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1007_s40264-022-01198-9__a7892a5f2595.pdf,1407054,fe36cf3704d96cf3ad13d05023af5aaf82365d9dbfe033ec00a38f9ae4ecf153,17,Hip Fracture Risk After Treatment with Tramadol or Codeine: An Observational Study,Erica A. Voss ,"Drug Safety, https://doi.org/10.1007/s40264-022-01198-9",,Springer,
paper-0120,41877886,PMC13006644,10.3389/fpsyt.2026.1751529,Migrating longitudinal African mental health data from staging to the OMOP common data model within the INSPIRE network datahub,"Bhattacharjee T, Mugotitsa B, Ochola M, Momanyi R, Andeso P, Amadi D, Mailosi D, Najjemba L, Greenfield J, Mabe K, Slaymaker E, Todd J, Kiragga A; INSPIRE Network.",Bhattacharjee T,Front Psychiatry,2026,2026/03/25,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://public-pages-files-2025.frontiersin.org/journals/psychiatry/articles/10.3389/fpsyt.2026.1751529/pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.3389_fpsyt.2026.1751529__13880cac1920.pdf,2288263,b95af5c001747a6a7d59526740575cd01e79d034a4295e991133e5029a8252be,18,Migrating longitudinal African mental health data from staging to the OMOP common data model within the INSPIRE network datahub,Tathagata Bhattacharjee,"Bhattacharjee T, Mugotitsa B, Ochola M, Momanyi R, Andeso P, Amadi D, Mailosi D, Najjemba L, Greenfield J, Mabe K, Slaymaker E, Todd J, Kiragga A and INSPIRE Network (2026) Migrating longitudinal African mental health data from staging to the OMOP common data model within the INSPIRE network datahub. Front. Psychiatry 17:1751529. doi: 10.3389/fpsyt.2026.1751529",Africa; data harmonization; data quality assurance; health informatics; longitudinal studies; mental disorders; mental Health; OHDSI,,
paper-0122,30937326,PMC6437693,10.5334/egems.279,Learning to Share Health Care Data: A Brief Timeline of Influential Common Data Models and Distributed Health Data Networks in U.S. Health Care Research,"Weeks J, Pardee R.",Weeks J,EGEMS (Wash DC),2019,2019/04/03,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,http://egems.academyhealth.org/articles/10.5334/egems.279/galley/327/download/,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.5334_egems.279__039597dba028.pdf,1440801,6787495f3d446a8b0b5b51f1af16b12152794de94fae8720213839b4e516b0ac,7,Learning to Share Health Care Data: A Brief Timeline of Influential Common Data Models and Distributed Health Data Networks in U.S. Health Care Research,John Weeks and Roy Pardee,"2019. eGEMs (Generating Evidence & Methods to improve patient outcomes), 7(1): 4, pp. 1–7. DOI: https://doi.org/10.5334/egems.279",,Adobe InDesign CS5.5 (7.5.2),Adobe PDF Library 9.9
paper-0124,37955965,PMC10682929,10.2196/42259,Development and Validation of a Prognostic Classification Model Predicting Postoperative Adverse Outcomes in Older Surgical Patients Using a Machine Learning Algorithm: Retrospective Observational Network Study,"Choi JY, Yoo S, Song W, Kim S, Baek H, Lee JS, Yoon YS, Yoon S, Lee HY, Kim KI.",Choi JY,J Med Internet Res,2023,2023/11/13,csv-OHDSI-set.csv,1,yes,https://www.jmir.org/2023/1/e42259/PDF,oa_url,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.2196_42259__80ad372c5e47.pdf,631208,057b87a184558a15f9cc1d572ebb23e8be24dc012d8e71b22acf7a68306006fc,13,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
