Group ID,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Source Files,Source Row Count,Is OA,OA URL,PDF Path,Download Source,Failure Reason,Download Status
paper-0095,41166331,Kineret: Israel's Largest Hospital Network Transformed into the OMOP common data model for collaborative research,"Rappoport N, Livne G, Perry Cohen N, Makover N, Eshel-Geva H, Kapach H, Hadad T, Alon Y, Rubin R, Chai S, da Villa S, Hochman O.",PLoS One. 2025 Oct 30;20(10):e0334848. doi: 10.1371/journal.pone.0334848. eCollection 2025.,Rappoport N,PLoS One,2025,2025/10/30,PMC12574879,,10.1371/journal.pone.0334848,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://europepmc.org/articles/PMC12574879?pdf=render,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1371_journal.pone.0334848__807eb41c1d53.pdf,existing_file,,downloaded
paper-0096,40124300,A dataset for mapping the Japanese drugs to RxNorm standard concepts,"Kimura E, Kawakami Y, Inoue S, Okajima A.",Data Brief. 2025 Feb 21;59:111418. doi: 10.1016/j.dib.2025.111418. eCollection 2025 Apr.,Kimura E,Data Brief,2025,2025/03/24,PMC11926709,,10.1016/j.dib.2025.111418,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://europepmc.org/articles/PMC11926709?pdf=render,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.dib.2025.111418__a5364ec6bc8a.pdf,existing_file,,downloaded
paper-0097,36795690,Using a data-driven approach for the development and evaluation of phenotype algorithms for systemic lupus erythematosus,"Swerdel JN, Ramcharran D, Hardin J.",PLoS One. 2023 Feb 16;18(2):e0281929. doi: 10.1371/journal.pone.0281929. eCollection 2023.,Swerdel JN,PLoS One,2023,2023/02/16,PMC9934349,,10.1371/journal.pone.0281929,csv-OHDSI-set.csv,1,yes,https://europepmc.org/articles/PMC9934349?pdf=render,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1371_journal.pone.0281929__6b5bdf242d6a.pdf,existing_file,,downloaded
paper-0098,33975825,Use of repurposed and adjuvant drugs in hospital patients with covid-19: multinational network cohort study,"Prats-Uribe A, Sena AG, Lai LYH, Ahmed WU, Alghoul H, Alser O, Alshammari TM, Areia C, Carter W, Casajust P, Dawoud D, Golozar A, Jonnagaddala J, Mehta PP, Gong M, Morales DR, Nyberg F, Posada JD, Recalde M, Roel E, Shah K, Shah NH, Schilling LM, Subbian V, Vizcaya D, Zhang L, Zhang Y, Zhu H, Liu L, Cho J, Lynch KE, Matheny ME, You SC, Rijnbeek PR, Hripcsak G, Lane JC, Burn E, Reich C, Suchard MA, Duarte-Salles T, Kostka K, Ryan PB, Prieto-Alhambra D.",BMJ. 2021 May 11;373:n1038. doi: 10.1136/bmj.n1038.,Prats-Uribe A,BMJ,2021,2021/05/12,PMC8111167,,10.1136/bmj.n1038,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://www.bmj.com/content/bmj/373/bmj.n1038.full.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1136_bmj.n1038__6928973dd976.pdf,existing_file,,downloaded
paper-0099,40167184,Incidence and Survival of Colorectal Cancer in the United Kingdom From 2000 to 2021: A Population-Based Cohort Study,"Pedregal-Pascual P, Guarner-Argente C, Tan EH, Golozar A, Duarte-Salles T, Weinberger Rosen A, Delmestri A, Man WY, Burn E, Prieto-Alhambra D, Newby D.",Am J Gastroenterol. 2025 Dec 1;120(12):2909-2917. doi: 10.14309/ajg.0000000000003460. Epub 2025 Apr 1.,Pedregal-Pascual P,Am J Gastroenterol,2025,2025/04/01,PMC12662139,,10.14309/ajg.0000000000003460,csv-OHDSI-set.csv,1,yes,https://pure.eur.nl/ws/files/226735688/Incidence_and_Survival_of_Colorectal_Cancer_in_the_United_Kingdom_From_2000_to_2021.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.14309_ajg.0000000000003460__1144362ac16c.pdf,existing_file,,downloaded
paper-0100,39761272,ETL: From the German Health Data Lab data formats to the OMOP Common Data Model,"Finster M, Moinat M, Taghizadeh E.",PLoS One. 2025 Jan 6;20(1):e0311511. doi: 10.1371/journal.pone.0311511. eCollection 2025.,Finster M,PLoS One,2025,2025/01/06,PMC11703056,,10.1371/journal.pone.0311511,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0311511&type=printable,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1371_journal.pone.0311511__d3b3381ea67a.pdf,existing_file,,downloaded
paper-0101,34930903,Predictors of diagnostic transition from major depressive disorder to bipolar disorder: a retrospective observational network study,"Nestsiarovich A, Reps JM, Matheny ME, DuVall SL, Lynch KE, Beaton M, Jiang X, Spotnitz M, Pfohl SR, Shah NH, Torre CO, Reich CG, Lee DY, Son SJ, You SC, Park RW, Ryan PB, Lambert CG.",Transl Psychiatry. 2021 Dec 20;11(1):642. doi: 10.1038/s41398-021-01760-6.,Nestsiarovich A,Transl Psychiatry,2021,2021/12/21,PMC8688463,,10.1038/s41398-021-01760-6,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://www.nature.com/articles/s41398-021-01760-6.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1038_s41398-021-01760-6__6204fd0d513a.pdf,existing_file,,downloaded
paper-0102,27592566,Robust empirical calibration of p-values using observational data,"Schuemie MJ, Hripcsak G, Ryan PB, Madigan D, Suchard MA.",Stat Med. 2016 Sep 30;35(22):3883-8. doi: 10.1002/sim.6977.,Schuemie MJ,Stat Med,2016,2016/09/06,PMC5108459,,10.1002/sim.6977,csv-OHDSI-set.csv,1,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/sim.6977,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1002_sim.6977__4fd5bd108073.pdf,existing_file,,downloaded
paper-0103,40173432,Conversion of Sensitive Data to the Observational Medical Outcomes Partnership Common Data Model: Protocol for the Development and Use of Carrot,"Cox S, Masood E, Panagi V, Macdonald C, Milligan G, Horban S, Santos R, Hall C, Lea D, Tarr S, Mumtaz S, Akashili E, Rae A, Urwin E, Cole C, Sheikh A, Jefferson E, Quinlan PR.",JMIR Res Protoc. 2025 Apr 2;14:e60917. doi: 10.2196/60917.,Cox S,JMIR Res Protoc,2025,2025/04/02,PMC12004012,,10.2196/60917,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://discovery.dundee.ac.uk/ws/files/150023353/resprot-2025-1-e60917.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.2196_60917__7a1a77c0266b.pdf,oa_url,,downloaded
paper-0104,34267326,"Characteristics and outcomes of 627 044 COVID-19 patients living with and without obesity in the United States, Spain, and the United Kingdom","Recalde M, Roel E, Pistillo A, Sena AG, Prats-Uribe A, Ahmed WU, Alghoul H, Alshammari TM, Alser O, Areia C, Burn E, Casajust P, Dawoud D, DuVall SL, Falconer T, Fernández-Bertolín S, Golozar A, Gong M, Lai LYH, Lane JCE, Lynch KE, Matheny ME, Mehta PP, Morales DR, Natarjan K, Nyberg F, Posada JD, Reich CG, Rijnbeek PR, Schilling LM, Shah K, Shah NH, Subbian V, Zhang L, Zhu H, Ryan P, Prieto-Alhambra D, Kostka K, Duarte-Salles T.",Int J Obes (Lond). 2021 Nov;45(11):2347-2357. doi: 10.1038/s41366-021-00893-4. Epub 2021 Jul 15.,Recalde M,Int J Obes (Lond),2021,2021/07/16,PMC8281807,,10.1038/s41366-021-00893-4,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://www.nature.com/articles/s41366-021-00893-4.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1038_s41366-021-00893-4__3ecd4aa589d3.pdf,existing_file,,downloaded
paper-0105,33725121,COVID-19 in patients with autoimmune diseases: characteristics and outcomes in a multinational network of cohorts across three countries,"Tan EH, Sena AG, Prats-Uribe A, You SC, Ahmed WU, Kostka K, Reich C, Duvall SL, Lynch KE, Matheny ME, Duarte-Salles T, Bertolin SF, Hripcsak G, Natarajan K, Falconer T, Spotnitz M, Ostropolets A, Blacketer C, Alshammari TM, Alghoul H, Alser O, Lane JCE, Dawoud DM, Shah K, Yang Y, Zhang L, Areia C, Golozar A, Recalde M, Casajust P, Jonnagaddala J, Subbian V, Vizcaya D, Lai LYH, Nyberg F, Morales DR, Posada JD, Shah NH, Gong M, Vivekanantham A, Abend A, Minty EP, Suchard M, Rijnbeek P, Ryan PB, Prieto-Alhambra D.",Rheumatology (Oxford). 2021 Oct 9;60(SI):SI37-SI50. doi: 10.1093/rheumatology/keab250.,Tan EH,Rheumatology (Oxford),2021,2021/03/16,PMC7989171,,10.1093/rheumatology/keab250,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://academic.oup.com/rheumatology/article-pdf/60/SI/SI37/40544680/keab250.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1093_rheumatology_keab250__88e39ebb8117.pdf,existing_file,,downloaded
paper-0106,38519026,"Similar Risk of Kidney Failure among Patients with Blinding Diseases Who Receive Ranibizumab, Aflibercept, and Bevacizumab: An Observational Health Data Sciences and Informatics Network Study","Cai CX, Nishimura A, Bowring MG, Westlund E, Tran D, Ng JH, Nagy P, Cook M, McLeggon JA, DuVall SL, Matheny ME, Golozar A, Ostropolets A, Minty E, Desai P, Bu F, Toy B, Hribar M, Falconer T, Zhang L, Lawrence-Archer L, Boland MV, Goetz K, Hall N, Shoaibi A, Reps J, Sena AG, Blacketer C, Swerdel J, Jhaveri KD, Lee E, Gilbert Z, Zeger SL, Crews DC, Suchard MA, Hripcsak G, Ryan PB.",Ophthalmol Retina. 2024 Aug;8(8):733-743. doi: 10.1016/j.oret.2024.03.014. Epub 2024 Mar 20.,Cai CX,Ophthalmol Retina,2024,2024/03/22,PMC11298306,NIHMS1981458,10.1016/j.oret.2024.03.014,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC11298306/pdf/nihms-1981458.pdf,,,html_or_xml_response,failed
paper-0107,38222429,Standardizing Multi-site Clinical Note Titles to LOINC Document Ontology: A Transformer-based Approach,"Zuo X, Zhou Y, Duke J, Hripcsak G, Shah N, Banda JM, Reeves R, Miller T, Waitman LR, Natarajan K, Xu H.",AMIA Annu Symp Proc. 2024 Jan 11;2023:834-843. eCollection 2023.,Zuo X,AMIA Annu Symp Proc,2024,2024/01/15,PMC10785935,,,csv-OHDSI-set.csv,1,yes,https://europepmc.org/articles/PMC10785935?pdf=render,,,HTTPError,failed
paper-0108,27014709,"Data Extraction and Management in Networks of Observational Health Care Databases for Scientific Research: A Comparison of EU-ADR, OMOP, Mini-Sentinel and MATRICE Strategies","Gini R, Schuemie M, Brown J, Ryan P, Vacchi E, Coppola M, Cazzola W, Coloma P, Berni R, Diallo G, Oliveira JL, Avillach P, Trifirò G, Rijnbeek P, Bellentani M, van Der Lei J, Klazinga N, Sturkenboom M.",EGEMS (Wash DC). 2016 Feb 8;4(1):1189. doi: 10.13063/2327-9214.1189. eCollection 2016.,Gini R,EGEMS (Wash DC),2016,2016/03/26,PMC4780748,,10.13063/2327-9214.1189,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,http://egems.academyhealth.org/articles/10.13063/2327-9214.1189/galley/123/download/,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.13063_2327-9214.1189__3f4b34111347.pdf,existing_file,,downloaded
paper-0109,35211336,Ensuring a safe(r) harbor: Excising personally identifiable information from structured electronic health record data,"Pfaff ER, Haendel MA, Kostka K, Lee A, Niehaus E, Palchuk MB, Walters K, Chute CG.",J Clin Transl Sci. 2021 Dec 9;6(1):e10. doi: 10.1017/cts.2021.880. eCollection 2022.,Pfaff ER,J Clin Transl Sci,2021,2022/02/25,PMC8826001,,10.1017/cts.2021.880,csv-OHDSI-set.csv,1,yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/1A958744415C4F1E40E4701C7E81D8B2/S2059866121008803a.pdf/div-class-title-ensuring-a-safe-r-harbor-excising-personally-identifiable-information-from-structured-electronic-health-record-data-div.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1017_cts.2021.880__997197699dbb.pdf,existing_file,,downloaded
paper-0110,39973032,Utility of Treatment Pattern Analysis Using a Common Data Model: A Scoping Review,"Park EG, Kim MJ, Kim J, Shin K, Ryu B.",Healthc Inform Res. 2025 Jan;31(1):4-15. doi: 10.4258/hir.2025.31.1.4. Epub 2025 Jan 31.,Park EG,Healthc Inform Res,2025,2025/02/20,PMC11854637,,10.4258/hir.2025.31.1.4,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://e-hir.org/upload/pdf/hir-2025-31-1-4.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.4258_hir.2025.31.1.4__c5a253d9eb8d.pdf,existing_file,,downloaded
paper-0111,35995107,PheValuator 2.0: Methodological improvements for the PheValuator approach to semi-automated phenotype algorithm evaluation,"Swerdel JN, Schuemie M, Murray G, Ryan PB.",J Biomed Inform. 2022 Nov;135:104177. doi: 10.1016/j.jbi.2022.104177. Epub 2022 Aug 19.,Swerdel JN,J Biomed Inform,2022,2022/08/22,,,10.1016/j.jbi.2022.104177,csv-OHDSI-set.csv,1,no,,,,,no_open_copy_found
paper-0112,39896425,Implementing a Common Data Model in Ophthalmology: Mapping Structured Electronic Health Record Ophthalmic Examination Data to Standard Vocabularies,"Quon JC, Long CP, Halfpenny W, Chuang A, Cai CX, Baxter SL, Daketi V, Schmitz A, Bahroos N, Xu BY, Toy BC.",Ophthalmol Sci. 2024 Nov 28;5(2):100666. doi: 10.1016/j.xops.2024.100666. eCollection 2025 Mar-Apr.,Quon JC,Ophthalmol Sci,2024,2025/02/03,PMC11783105,,10.1016/j.xops.2024.100666,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC11783105/pdf/main.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.xops.2024.100666__cca849c79bff.pdf,existing_file,,downloaded
paper-0113,33367288,How Confident Are We about Observational Findings in Healthcare: A Benchmark Study,"Schuemie MJ, Cepeda MS, Suchard MA, Yang J, Tian Y, Schuler A, Ryan PB, Madigan D, Hripcsak G.",Harv Data Sci Rev. 2020;2(1):10.1162/99608f92.147cc28e. doi: 10.1162/99608f92.147cc28e. Epub 2020 Jan 31.,Schuemie MJ,Harv Data Sci Rev,2020,2020/12/28,PMC7755157,NIHMS1651845,10.1162/99608f92.147cc28e,csv-OHDSI-set.csv,1,yes,https://hdsr.mitpress.mit.edu/pub/fxz7kr65/download/pdf,,,HTTPError,failed
paper-0114,40774333,Advancing Real-World Evidence Through a Federated Health Data Network (EHDEN): Descriptive Study,"Blacketer C, Schuemie MJ, Moinat M, Voss EA, Camprubi M, Rijnbeek PR, Ryan PB.",J Med Internet Res. 2025 Aug 7;27:e74119. doi: 10.2196/74119.,Blacketer C,J Med Internet Res,2025,2025/08/07,PMC12331365,,10.2196/74119,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.2196_74119__5d4f666736bb.pdf,existing_file,,downloaded
paper-0115,38425704,A framework for understanding an open scientific community using automated harvesting of public artifacts,"Liu S, Golozar A, Buesgens N, McLeggon JA, Black A, Nagy P.",JAMIA Open. 2024 Feb 29;7(1):ooae017. doi: 10.1093/jamiaopen/ooae017. eCollection 2024 Apr.,Liu S,JAMIA Open,2024,2024/03/01,PMC10903973,,10.1093/jamiaopen/ooae017,csv-OHDSI-set.csv,1,yes,https://academic.oup.com/jamiaopen/article-pdf/7/1/ooae017/56798588/ooae017.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1093_jamiaopen_ooae017__82141437f3b1.pdf,existing_file,,downloaded
paper-0116,41930302,Evaluating the statistical utility and information loss in the transformation of a real-world oncology database from CDISC-SDTM to OMOP-CDM,"Lambert A, Castagne C, Pau D, Chmiel J, Labarga A, Boernert E, Margraff F, Bachot C, Kaczmarek L, Toshev D, Martinez G J, Stone T.",ESMO Real World Data Digit Oncol. 2025 Dec 15;11:100655. doi: 10.1016/j.esmorw.2025.100655. eCollection 2026 Mar.,Lambert A,ESMO Real World Data Digit Oncol,2025,2026/04/03,PMC13040891,,10.1016/j.esmorw.2025.100655,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://www.esmorwd.org/article/S2949-8201(25)00544-2/pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.esmorw.2025.100655__7bb6481cc22d.pdf,existing_file,,downloaded
paper-0117,30016814,MIRACUM: Medical Informatics in Research and Care in University Medicine,"Prokosch HU, Acker T, Bernarding J, Binder H, Boeker M, Boerries M, Daumke P, Ganslandt T, Hesser J, Höning G, Neumaier M, Marquardt K, Renz H, Rothkötter HJ, Schade-Brittinger C, Schmücker P, Schüttler J, Sedlmayr M, Serve H, Sohrabi K, Storf H.",Methods Inf Med. 2018 Jul;57(S 01):e82-e91. doi: 10.3414/ME17-02-0025. Epub 2018 Jul 17.,Prokosch HU,Methods Inf Med,2018,2018/07/18,PMC6178200,,10.3414/ME17-02-0025,csv-OHDSI-set.csv,1,yes,http://www.thieme-connect.de/products/ejournals/pdf/10.3414/ME17-02-0025.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.3414_me17-02-0025__66bf12c6b733.pdf,existing_file,,downloaded
paper-0118,39820599,CohortDiagnostics: Phenotype evaluation across a network of observational data sources using population-level characterization,"Rao GA, Shoaibi A, Makadia R, Hardin J, Swerdel J, Weaver J, Voss EA, Conover MM, Fortin S, Sena AG, Knoll C, Hughes N, Gilbert JP, Blacketer C, Andryc A, DeFalco F, Molinaro A, Reps J, Schuemie MJ, Ryan PB.",PLoS One. 2025 Jan 16;20(1):e0310634. doi: 10.1371/journal.pone.0310634. eCollection 2025.,Rao GA,PLoS One,2025,2025/01/17,PMC11737733,,10.1371/journal.pone.0310634,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0310634&type=printable,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1371_journal.pone.0310634__b9ca5594ae40.pdf,existing_file,,downloaded
paper-0119,35810265,Hip Fracture Risk After Treatment with Tramadol or Codeine: An Observational Study,"Voss EA, Ali SR, Singh A, Rijnbeek PR, Schuemie MJ, Fife D.",Drug Saf. 2022 Jul;45(7):791-807. doi: 10.1007/s40264-022-01198-9. Epub 2022 Jul 9.,Voss EA,Drug Saf,2022,2022/07/09,PMC9296392,,10.1007/s40264-022-01198-9,csv-OHDSI-set.csv,1,yes,https://link.springer.com/content/pdf/10.1007/s40264-022-01198-9.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1007_s40264-022-01198-9__a7892a5f2595.pdf,existing_file,,downloaded
paper-0120,41877886,Migrating longitudinal African mental health data from staging to the OMOP common data model within the INSPIRE network datahub,"Bhattacharjee T, Mugotitsa B, Ochola M, Momanyi R, Andeso P, Amadi D, Mailosi D, Najjemba L, Greenfield J, Mabe K, Slaymaker E, Todd J, Kiragga A; INSPIRE Network.",Front Psychiatry. 2026 Mar 9;17:1751529. doi: 10.3389/fpsyt.2026.1751529. eCollection 2026.,Bhattacharjee T,Front Psychiatry,2026,2026/03/25,PMC13006644,,10.3389/fpsyt.2026.1751529,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://public-pages-files-2025.frontiersin.org/journals/psychiatry/articles/10.3389/fpsyt.2026.1751529/pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.3389_fpsyt.2026.1751529__13880cac1920.pdf,existing_file,,downloaded
paper-0121,30815195,Identifying Cases of Metastatic Prostate Cancer Using Machine Learning on Electronic Health Records,"Seneviratne MG, Banda JM, Brooks JD, Shah NH, Hernandez-Boussard TM.",AMIA Annu Symp Proc. 2018 Dec 5;2018:1498-1504. eCollection 2018.,Seneviratne MG,AMIA Annu Symp Proc,2018,2019/03/01,PMC6371284,,,csv-OHDSI-set.csv,1,yes,https://europepmc.org/articles/PMC6371284?pdf=render,,,HTTPError,failed
paper-0122,30937326,Learning to Share Health Care Data: A Brief Timeline of Influential Common Data Models and Distributed Health Data Networks in U.S. Health Care Research,"Weeks J, Pardee R.",EGEMS (Wash DC). 2019 Mar 25;7(1):4. doi: 10.5334/egems.279.,Weeks J,EGEMS (Wash DC),2019,2019/04/03,PMC6437693,,10.5334/egems.279,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,http://egems.academyhealth.org/articles/10.5334/egems.279/galley/327/download/,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.5334_egems.279__039597dba028.pdf,existing_file,,downloaded
paper-0123,31386904,Supplementing claims data analysis using self-reported data to develop a probabilistic phenotype model for current smoking status,"Reps JM, Rijnbeek PR, Ryan PB.",J Biomed Inform. 2019 Sep;97:103264. doi: 10.1016/j.jbi.2019.103264. Epub 2019 Aug 3.,Reps JM,J Biomed Inform,2019,2019/08/07,,,10.1016/j.jbi.2019.103264,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,no,,,,,no_open_copy_found
paper-0124,37955965,Development and Validation of a Prognostic Classification Model Predicting Postoperative Adverse Outcomes in Older Surgical Patients Using a Machine Learning Algorithm: Retrospective Observational Network Study,"Choi JY, Yoo S, Song W, Kim S, Baek H, Lee JS, Yoon YS, Yoon S, Lee HY, Kim KI.",J Med Internet Res. 2023 Nov 13;25:e42259. doi: 10.2196/42259.,Choi JY,J Med Internet Res,2023,2023/11/13,PMC10682929,,10.2196/42259,csv-OHDSI-set.csv,1,yes,https://www.jmir.org/2023/1/e42259/PDF,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.2196_42259__80ad372c5e47.pdf,oa_url,,downloaded
paper-0125,32511443,"Deep phenotyping of 34,128 patients hospitalised with COVID-19 and a comparison with 81,596 influenza patients in America, Europe and Asia: an international network study","Burn E, You SC, Sena A, Kostka K, Abedtash H, Abrahao MTF, Alberga A, Alghoul H, Alser O, Alshammari TM, Aragon M, Areia C, Banda JM, Cho J, Culhane AC, Davydov A, DeFalco FJ, Duarte-Salles T, DuVall SL, Falconer T, Fernandez-Bertolin S, Gao W, Golozar A, Hardin J, Hripcsak G, Huser V, Jeon H, Jing Y, Jung CY, Kaas-Hansen BS, Kaduk D, Kent S, Kim Y, Kolovos S, Lane J, Lee H, Lynch KE, Makadia R, Matheny ME, Mehta P, Morales DR, Natarajan K, Nyberg F, Ostropolets A, Park RW, Park J, Posada JD, Prats-Uribe A, Rao GA, Reich C, Rho Y, Rijnbeek P, Schilling LM, Schuemie M, Shah NH, Shoaibi A, Song S, Spotnitz M, Suchard MA, Swerdel J, Vizcaya D, Volpe S, Wen H, Williams AE, Yimer BB, Zhang L, Zhuk O, Prieto-Alhambra D, Ryan P.",medRxiv [Preprint]. 2020 Jun 28:2020.04.22.20074336. doi: 10.1101/2020.04.22.20074336.,Burn E,medRxiv,2020,2020/06/09,PMC7239064,,10.1101/2020.04.22.20074336,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://www.medrxiv.org/content/medrxiv/early/2020/06/28/2020.04.22.20074336.full.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1101_2020.04.22.20074336__fffad5829cd4.pdf,oa_url,,downloaded
paper-0126,26893951,Conversion and Data Quality Assessment of Electronic Health Record Data at a Korean Tertiary Teaching Hospital to a Common Data Model for Distributed Network Research,"Yoon D, Ahn EK, Park MY, Cho SY, Ryan P, Schuemie MJ, Shin D, Park H, Park RW.",Healthc Inform Res. 2016 Jan;22(1):54-8. doi: 10.4258/hir.2016.22.1.54. Epub 2016 Jan 31.,Yoon D,Healthc Inform Res,2016,2016/02/20,PMC4756059,,10.4258/hir.2016.22.1.54,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://e-hir.org/upload/pdf/hir-22-54.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.4258_hir.2016.22.1.54__6ad65e221239.pdf,existing_file,,downloaded
paper-0127,35680274,"Large-scale evidence generation and evaluation across a network of databases for type 2 diabetes mellitus (LEGEND-T2DM): a protocol for a series of multinational, real-world comparative cardiovascular effectiveness and safety studies","Khera R, Schuemie MJ, Lu Y, Ostropolets A, Chen R, Hripcsak G, Ryan PB, Krumholz HM, Suchard MA.",BMJ Open. 2022 Jun 9;12(6):e057977. doi: 10.1136/bmjopen-2021-057977.,Khera R,BMJ Open,2022,2022/06/09,PMC9185490,,10.1136/bmjopen-2021-057977,csv-OHDSI-set.csv,1,yes,https://bmjopen.bmj.com/content/bmjopen/12/6/e057977.full.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1136_bmjopen-2021-057977__43b9666b2c80.pdf,existing_file,,downloaded
paper-0128,30480666,"Columbia Open Health Data, clinical concept prevalence and co-occurrence from electronic health records","Ta CN, Dumontier M, Hripcsak G, Tatonetti NP, Weng C.",Sci Data. 2018 Nov 27;5:180273. doi: 10.1038/sdata.2018.273.,Ta CN,Sci Data,2018,2018/11/28,PMC6257042,,10.1038/sdata.2018.273,csv-OHDSI-set.csv,1,yes,https://www.nature.com/articles/sdata2018273.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1038_sdata.2018.273__b7720cb5fb3e.pdf,existing_file,,downloaded
paper-0129,36207711,Adaptation and validation of a coding algorithm for the Charlson Comorbidity Index in administrative claims data using the SNOMED CT standardized vocabulary,"Fortin SP, Reps J, Ryan P.",BMC Med Inform Decis Mak. 2022 Oct 7;22(1):261. doi: 10.1186/s12911-022-02006-1.,Fortin SP,BMC Med Inform Decis Mak,2022,2022/10/07,PMC9541054,,10.1186/s12911-022-02006-1,csv-OHDSI-set.csv,1,yes,https://bmcmedinformdecismak.biomedcentral.com/counter/pdf/10.1186/s12911-022-02006-1,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1186_s12911-022-02006-1__78cbc97e152c.pdf,existing_file,,downloaded
