Group ID,Source File,Source Row Number,PMID,PMCID,DOI,Title
paper-0083,csv-omop-set.csv,233,37603402,PMC10477922,10.2196/42883,Prescribing Patterns of Oral Antibiotics and Isotretinoin for Acne in a Colorado Hospital System: Retrospective Cohort Study
paper-0085,csv-OHDSI-set.csv,131,39185338,PMC11342032,10.12688/openreseurope.18179.1,Getting ready for the European Health Data Space (EHDS): IDERHA's plan to align with the latest EHDS requirements for the secondary use of health data
paper-0085,csv-ohdsiomop-set.csv,55,39185338,PMC11342032,10.12688/openreseurope.18179.1,Getting ready for the European Health Data Space (EHDS): IDERHA's plan to align with the latest EHDS requirements for the secondary use of health data
paper-0085,csv-omop-set.csv,262,39185338,PMC11342032,10.12688/openreseurope.18179.1,Getting ready for the European Health Data Space (EHDS): IDERHA's plan to align with the latest EHDS requirements for the secondary use of health data
paper-0087,csv-OHDSI-set.csv,166,41646216,PMC12836509,10.1016/j.esmorw.2025.100179,Establishing standards: harmonising coding principles for a minimal cancer dataset in the OMOP Common Data Model
paper-0087,csv-ohdsiomop-set.csv,56,41646216,PMC12836509,10.1016/j.esmorw.2025.100179,Establishing standards: harmonising coding principles for a minimal cancer dataset in the OMOP Common Data Model
paper-0087,csv-omop-set.csv,108,41646216,PMC12836509,10.1016/j.esmorw.2025.100179,Establishing standards: harmonising coding principles for a minimal cancer dataset in the OMOP Common Data Model
paper-0088,csv-OHDSI-set.csv,68,37703800,,10.1016/j.ijmedinf.2023.105200,Determining and assessing characteristics of data element names impacting the performance of annotation using Usagi
paper-0088,csv-ohdsiomop-set.csv,57,37703800,,10.1016/j.ijmedinf.2023.105200,Determining and assessing characteristics of data element names impacting the performance of annotation using Usagi
paper-0088,csv-omop-set.csv,208,37703800,,10.1016/j.ijmedinf.2023.105200,Determining and assessing characteristics of data element names impacting the performance of annotation using Usagi
paper-0089,csv-OHDSI-set.csv,165,41300987,PMC12650375,10.3390/cancers17223620,Association Between the Use of DPP4 Inhibitors and Metformin and the Risk of Cancer in Patients with Type 2 Diabetes: A Multicenter Retrospective Cohort Study Using the OMOP CDM Database
paper-0089,csv-ohdsiomop-set.csv,58,41300987,PMC12650375,10.3390/cancers17223620,Association Between the Use of DPP4 Inhibitors and Metformin and the Risk of Cancer in Patients with Type 2 Diabetes: A Multicenter Retrospective Cohort Study Using the OMOP CDM Database
paper-0089,csv-omop-set.csv,112,41300987,PMC12650375,10.3390/cancers17223620,Association Between the Use of DPP4 Inhibitors and Metformin and the Risk of Cancer in Patients with Type 2 Diabetes: A Multicenter Retrospective Cohort Study Using the OMOP CDM Database
paper-0090,csv-OHDSI-set.csv,118,35631157,PMC9147678,10.3390/nu14102016,Opportunities of Digital Infrastructures for Disease Management-Exemplified on COVID-19-Related Change in Diagnosis Counts for Diabetes-Related Eye Diseases
paper-0090,csv-ohdsiomop-set.csv,59,35631157,PMC9147678,10.3390/nu14102016,Opportunities of Digital Infrastructures for Disease Management-Exemplified on COVID-19-Related Change in Diagnosis Counts for Diabetes-Related Eye Diseases
paper-0090,csv-omop-set.csv,241,35631157,PMC9147678,10.3390/nu14102016,Opportunities of Digital Infrastructures for Disease Management-Exemplified on COVID-19-Related Change in Diagnosis Counts for Diabetes-Related Eye Diseases
paper-0092,csv-OHDSI-set.csv,126,35786634,PMC9400842,10.2196/37821,Methodological Issues in Using a Common Data Model of COVID-19 Vaccine Uptake and Important Adverse Events of Interest: Feasibility Study of Data and Connectivity COVID-19 Vaccines Pharmacovigilance in the United Kingdom
paper-0092,csv-ohdsiomop-set.csv,60,35786634,PMC9400842,10.2196/37821,Methodological Issues in Using a Common Data Model of COVID-19 Vaccine Uptake and Important Adverse Events of Interest: Feasibility Study of Data and Connectivity COVID-19 Vaccines Pharmacovigilance in the United Kingdom
paper-0092,csv-omop-set.csv,228,35786634,PMC9400842,10.2196/37821,Methodological Issues in Using a Common Data Model of COVID-19 Vaccine Uptake and Important Adverse Events of Interest: Feasibility Study of Data and Connectivity COVID-19 Vaccines Pharmacovigilance in the United Kingdom
paper-0094,csv-OHDSI-set.csv,93,38433286,PMC10940053,10.1017/S2045796024000088,Incidence of mental health diagnoses during the COVID-19 pandemic: a multinational network study
paper-0094,csv-ohdsiomop-set.csv,61,38433286,PMC10940053,10.1017/S2045796024000088,Incidence of mental health diagnoses during the COVID-19 pandemic: a multinational network study
paper-0094,csv-omop-set.csv,221,38433286,PMC10940053,10.1017/S2045796024000088,Incidence of mental health diagnoses during the COVID-19 pandemic: a multinational network study
paper-0095,csv-OHDSI-set.csv,147,41166331,PMC12574879,10.1371/journal.pone.0334848,Kineret: Israel's Largest Hospital Network Transformed into the OMOP common data model for collaborative research
paper-0095,csv-ohdsiomop-set.csv,62,41166331,PMC12574879,10.1371/journal.pone.0334848,Kineret: Israel's Largest Hospital Network Transformed into the OMOP common data model for collaborative research
paper-0095,csv-omop-set.csv,111,41166331,PMC12574879,10.1371/journal.pone.0334848,Kineret: Israel's Largest Hospital Network Transformed into the OMOP common data model for collaborative research
paper-0096,csv-OHDSI-set.csv,98,40124300,PMC11926709,10.1016/j.dib.2025.111418,A dataset for mapping the Japanese drugs to RxNorm standard concepts
paper-0096,csv-ohdsiomop-set.csv,63,40124300,PMC11926709,10.1016/j.dib.2025.111418,A dataset for mapping the Japanese drugs to RxNorm standard concepts
paper-0096,csv-omop-set.csv,260,40124300,PMC11926709,10.1016/j.dib.2025.111418,A dataset for mapping the Japanese drugs to RxNorm standard concepts
paper-0098,csv-OHDSI-set.csv,156,33975825,PMC8111167,10.1136/bmj.n1038,Use of repurposed and adjuvant drugs in hospital patients with covid-19: multinational network cohort study
paper-0098,csv-ohdsiomop-set.csv,64,33975825,PMC8111167,10.1136/bmj.n1038,Use of repurposed and adjuvant drugs in hospital patients with covid-19: multinational network cohort study
paper-0098,csv-omop-set.csv,270,33975825,PMC8111167,10.1136/bmj.n1038,Use of repurposed and adjuvant drugs in hospital patients with covid-19: multinational network cohort study
paper-0100,csv-OHDSI-set.csv,152,39761272,PMC11703056,10.1371/journal.pone.0311511,ETL: From the German Health Data Lab data formats to the OMOP Common Data Model
paper-0100,csv-ohdsiomop-set.csv,65,39761272,PMC11703056,10.1371/journal.pone.0311511,ETL: From the German Health Data Lab data formats to the OMOP Common Data Model
paper-0100,csv-omop-set.csv,113,39761272,PMC11703056,10.1371/journal.pone.0311511,ETL: From the German Health Data Lab data formats to the OMOP Common Data Model
paper-0101,csv-OHDSI-set.csv,105,34930903,PMC8688463,10.1038/s41398-021-01760-6,Predictors of diagnostic transition from major depressive disorder to bipolar disorder: a retrospective observational network study
paper-0101,csv-ohdsiomop-set.csv,66,34930903,PMC8688463,10.1038/s41398-021-01760-6,Predictors of diagnostic transition from major depressive disorder to bipolar disorder: a retrospective observational network study
paper-0101,csv-omop-set.csv,232,34930903,PMC8688463,10.1038/s41398-021-01760-6,Predictors of diagnostic transition from major depressive disorder to bipolar disorder: a retrospective observational network study
paper-0103,csv-OHDSI-set.csv,180,40173432,PMC12004012,10.2196/60917,Conversion of Sensitive Data to the Observational Medical Outcomes Partnership Common Data Model: Protocol for the Development and Use of Carrot
paper-0103,csv-ohdsiomop-set.csv,67,40173432,PMC12004012,10.2196/60917,Conversion of Sensitive Data to the Observational Medical Outcomes Partnership Common Data Model: Protocol for the Development and Use of Carrot
paper-0103,csv-omop-set.csv,297,40173432,PMC12004012,10.2196/60917,Conversion of Sensitive Data to the Observational Medical Outcomes Partnership Common Data Model: Protocol for the Development and Use of Carrot
paper-0104,csv-OHDSI-set.csv,190,34267326,PMC8281807,10.1038/s41366-021-00893-4,"Characteristics and outcomes of 627 044 COVID-19 patients living with and without obesity in the United States, Spain, and the United Kingdom"
paper-0104,csv-ohdsiomop-set.csv,68,34267326,PMC8281807,10.1038/s41366-021-00893-4,"Characteristics and outcomes of 627 044 COVID-19 patients living with and without obesity in the United States, Spain, and the United Kingdom"
paper-0104,csv-omop-set.csv,313,34267326,PMC8281807,10.1038/s41366-021-00893-4,"Characteristics and outcomes of 627 044 COVID-19 patients living with and without obesity in the United States, Spain, and the United Kingdom"
paper-0105,csv-OHDSI-set.csv,134,33725121,PMC7989171,10.1093/rheumatology/keab250,COVID-19 in patients with autoimmune diseases: characteristics and outcomes in a multinational network of cohorts across three countries
paper-0105,csv-ohdsiomop-set.csv,69,33725121,PMC7989171,10.1093/rheumatology/keab250,COVID-19 in patients with autoimmune diseases: characteristics and outcomes in a multinational network of cohorts across three countries
paper-0105,csv-omop-set.csv,288,33725121,PMC7989171,10.1093/rheumatology/keab250,COVID-19 in patients with autoimmune diseases: characteristics and outcomes in a multinational network of cohorts across three countries
paper-0106,csv-OHDSI-set.csv,128,38519026,PMC11298306,10.1016/j.oret.2024.03.014,"Similar Risk of Kidney Failure among Patients with Blinding Diseases Who Receive Ranibizumab, Aflibercept, and Bevacizumab: An Observational Health Data Sciences and Informatics Network Study"
paper-0106,csv-ohdsiomop-set.csv,70,38519026,PMC11298306,10.1016/j.oret.2024.03.014,"Similar Risk of Kidney Failure among Patients with Blinding Diseases Who Receive Ranibizumab, Aflibercept, and Bevacizumab: An Observational Health Data Sciences and Informatics Network Study"
paper-0106,csv-omop-set.csv,348,38519026,PMC11298306,10.1016/j.oret.2024.03.014,"Similar Risk of Kidney Failure among Patients with Blinding Diseases Who Receive Ranibizumab, Aflibercept, and Bevacizumab: An Observational Health Data Sciences and Informatics Network Study"
paper-0108,csv-OHDSI-set.csv,205,27014709,PMC4780748,10.13063/2327-9214.1189,"Data Extraction and Management in Networks of Observational Health Care Databases for Scientific Research: A Comparison of EU-ADR, OMOP, Mini-Sentinel and MATRICE Strategies"
paper-0108,csv-ohdsiomop-set.csv,71,27014709,PMC4780748,10.13063/2327-9214.1189,"Data Extraction and Management in Networks of Observational Health Care Databases for Scientific Research: A Comparison of EU-ADR, OMOP, Mini-Sentinel and MATRICE Strategies"
paper-0108,csv-omop-set.csv,144,27014709,PMC4780748,10.13063/2327-9214.1189,"Data Extraction and Management in Networks of Observational Health Care Databases for Scientific Research: A Comparison of EU-ADR, OMOP, Mini-Sentinel and MATRICE Strategies"
paper-0110,csv-OHDSI-set.csv,133,39973032,PMC11854637,10.4258/hir.2025.31.1.4,Utility of Treatment Pattern Analysis Using a Common Data Model: A Scoping Review
paper-0110,csv-ohdsiomop-set.csv,72,39973032,PMC11854637,10.4258/hir.2025.31.1.4,Utility of Treatment Pattern Analysis Using a Common Data Model: A Scoping Review
paper-0110,csv-omop-set.csv,300,39973032,PMC11854637,10.4258/hir.2025.31.1.4,Utility of Treatment Pattern Analysis Using a Common Data Model: A Scoping Review
paper-0112,csv-OHDSI-set.csv,179,39896425,PMC11783105,10.1016/j.xops.2024.100666,Implementing a Common Data Model in Ophthalmology: Mapping Structured Electronic Health Record Ophthalmic Examination Data to Standard Vocabularies
paper-0112,csv-ohdsiomop-set.csv,73,39896425,PMC11783105,10.1016/j.xops.2024.100666,Implementing a Common Data Model in Ophthalmology: Mapping Structured Electronic Health Record Ophthalmic Examination Data to Standard Vocabularies
paper-0112,csv-omop-set.csv,273,39896425,PMC11783105,10.1016/j.xops.2024.100666,Implementing a Common Data Model in Ophthalmology: Mapping Structured Electronic Health Record Ophthalmic Examination Data to Standard Vocabularies
paper-0114,csv-OHDSI-set.csv,196,40774333,PMC12331365,10.2196/74119,Advancing Real-World Evidence Through a Federated Health Data Network (EHDEN): Descriptive Study
paper-0114,csv-ohdsiomop-set.csv,74,40774333,PMC12331365,10.2196/74119,Advancing Real-World Evidence Through a Federated Health Data Network (EHDEN): Descriptive Study
paper-0114,csv-omop-set.csv,294,40774333,PMC12331365,10.2196/74119,Advancing Real-World Evidence Through a Federated Health Data Network (EHDEN): Descriptive Study
paper-0116,csv-OHDSI-set.csv,208,41930302,PMC13040891,10.1016/j.esmorw.2025.100655,Evaluating the statistical utility and information loss in the transformation of a real-world oncology database from CDISC-SDTM to OMOP-CDM
paper-0116,csv-ohdsiomop-set.csv,75,41930302,PMC13040891,10.1016/j.esmorw.2025.100655,Evaluating the statistical utility and information loss in the transformation of a real-world oncology database from CDISC-SDTM to OMOP-CDM
paper-0116,csv-omop-set.csv,170,41930302,PMC13040891,10.1016/j.esmorw.2025.100655,Evaluating the statistical utility and information loss in the transformation of a real-world oncology database from CDISC-SDTM to OMOP-CDM
paper-0118,csv-OHDSI-set.csv,185,39820599,PMC11737733,10.1371/journal.pone.0310634,CohortDiagnostics: Phenotype evaluation across a network of observational data sources using population-level characterization
paper-0118,csv-ohdsiomop-set.csv,76,39820599,PMC11737733,10.1371/journal.pone.0310634,CohortDiagnostics: Phenotype evaluation across a network of observational data sources using population-level characterization
paper-0118,csv-omop-set.csv,308,39820599,PMC11737733,10.1371/journal.pone.0310634,CohortDiagnostics: Phenotype evaluation across a network of observational data sources using population-level characterization
paper-0120,csv-OHDSI-set.csv,200,41877886,PMC13006644,10.3389/fpsyt.2026.1751529,Migrating longitudinal African mental health data from staging to the OMOP common data model within the INSPIRE network datahub
paper-0120,csv-ohdsiomop-set.csv,77,41877886,PMC13006644,10.3389/fpsyt.2026.1751529,Migrating longitudinal African mental health data from staging to the OMOP common data model within the INSPIRE network datahub
paper-0120,csv-omop-set.csv,166,41877886,PMC13006644,10.3389/fpsyt.2026.1751529,Migrating longitudinal African mental health data from staging to the OMOP common data model within the INSPIRE network datahub
paper-0122,csv-OHDSI-set.csv,159,30937326,PMC6437693,10.5334/egems.279,Learning to Share Health Care Data: A Brief Timeline of Influential Common Data Models and Distributed Health Data Networks in U.S. Health Care Research
paper-0122,csv-ohdsiomop-set.csv,78,30937326,PMC6437693,10.5334/egems.279,Learning to Share Health Care Data: A Brief Timeline of Influential Common Data Models and Distributed Health Data Networks in U.S. Health Care Research
paper-0122,csv-omop-set.csv,323,30937326,PMC6437693,10.5334/egems.279,Learning to Share Health Care Data: A Brief Timeline of Influential Common Data Models and Distributed Health Data Networks in U.S. Health Care Research
paper-0123,csv-OHDSI-set.csv,167,31386904,,10.1016/j.jbi.2019.103264,Supplementing claims data analysis using self-reported data to develop a probabilistic phenotype model for current smoking status
paper-0123,csv-ohdsiomop-set.csv,79,31386904,,10.1016/j.jbi.2019.103264,Supplementing claims data analysis using self-reported data to develop a probabilistic phenotype model for current smoking status
paper-0123,csv-omop-set.csv,341,31386904,,10.1016/j.jbi.2019.103264,Supplementing claims data analysis using self-reported data to develop a probabilistic phenotype model for current smoking status
paper-0125,csv-OHDSI-set.csv,174,32511443,PMC7239064,10.1101/2020.04.22.20074336,"Deep phenotyping of 34,128 patients hospitalised with COVID-19 and a comparison with 81,596 influenza patients in America, Europe and Asia: an international network study"
paper-0125,csv-ohdsiomop-set.csv,80,32511443,PMC7239064,10.1101/2020.04.22.20074336,"Deep phenotyping of 34,128 patients hospitalised with COVID-19 and a comparison with 81,596 influenza patients in America, Europe and Asia: an international network study"
paper-0125,csv-omop-set.csv,344,32511443,PMC7239064,10.1101/2020.04.22.20074336,"Deep phenotyping of 34,128 patients hospitalised with COVID-19 and a comparison with 81,596 influenza patients in America, Europe and Asia: an international network study"
paper-0126,csv-OHDSI-set.csv,194,26893951,PMC4756059,10.4258/hir.2016.22.1.54,Conversion and Data Quality Assessment of Electronic Health Record Data at a Korean Tertiary Teaching Hospital to a Common Data Model for Distributed Network Research
paper-0126,csv-ohdsiomop-set.csv,81,26893951,PMC4756059,10.4258/hir.2016.22.1.54,Conversion and Data Quality Assessment of Electronic Health Record Data at a Korean Tertiary Teaching Hospital to a Common Data Model for Distributed Network Research
paper-0126,csv-omop-set.csv,356,26893951,PMC4756059,10.4258/hir.2016.22.1.54,Conversion and Data Quality Assessment of Electronic Health Record Data at a Korean Tertiary Teaching Hospital to a Common Data Model for Distributed Network Research
paper-0149,csv-OHDSI-set.csv,125,35570298,PMC9107579,10.1186/s12985-022-01813-2,NSAID use and clinical outcomes in COVID-19 patients: a 38-center retrospective cohort study
paper-0149,csv-OHDSI-set.csv,192,33907758,PMC8077581,10.1101/2021.04.13.21255438,NSAID use and clinical outcomes in COVID-19 patients: A 38-center retrospective cohort study
paper-0220,csv-omop-set.csv,20,38045364,PMC10690355,10.1101/2023.08.09.23293900,MENDS-on-FHIR: Leveraging the OMOP common data model and FHIR standards for national chronic disease surveillance
paper-0220,csv-omop-set.csv,23,38818114,PMC11137321,10.1093/jamiaopen/ooae045,MENDS-on-FHIR: leveraging the OMOP common data model and FHIR standards for national chronic disease surveillance
paper-0277,csv-omop-set.csv,95,33674830,PMC7989301,10.1093/jamia/ocab015,COVID-19 SignSym: a fast adaptation of a general clinical NLP tool to identify and normalize COVID-19 signs and symptoms to OMOP common data model
paper-0277,csv-omop-set.csv,150,32908948,PMC7480086,,COVID-19 SignSym: a fast adaptation of a general clinical NLP tool to identify and normalize COVID-19 signs and symptoms to OMOP common data model
paper-0314,csv-omop-set.csv,145,39657951,PMC11709244,10.1093/bioinformatics/btae719,PheWAS analysis on large-scale biobank data with PheTK
paper-0314,csv-omop-set.csv,152,38410487,PMC10896413,10.1101/2024.02.12.24302720,PheWAS analysis on large-scale biobank data with PheTK
