PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34380168","Transformation of Electronic Health Records and Questionnaire Data to OMOP CDM: A Feasibility Study Using SG_T2DM Dataset","Sathappan SMK, Jeon YS, Dang TK, Lim SC, Shao YM, Tai ES, Feng M.","Appl Clin Inform. 2021 Aug;12(4):757-767. doi: 10.1055/s-0041-1732301. Epub 2021 Aug 11.","Sathappan SMK","Appl Clin Inform","2021","2021/08/11","PMC8357458","","10.1055/s-0041-1732301"
"38280887","A comparative patient-level prediction study in OMOP CDM: applicative potential and insights from synthetic data","Ahmadi N, Nguyen QV, Sedlmayr M, Wolfien M.","Sci Rep. 2024 Jan 27;14(1):2287. doi: 10.1038/s41598-024-52723-y.","Ahmadi N","Sci Rep","2024","2024/01/27","PMC10821926","","10.1038/s41598-024-52723-y"
"38806105","Data harmonization and federated learning for multi-cohort dementia research using the OMOP common data model: A Netherlands consortium of dementia cohorts case study","Mateus P, Moonen J, Beran M, Jaarsma E, van der Landen SM, Heuvelink J, Birhanu M, Harms AGJ, Bron E, Wolters FJ, Cats D, Mei H, Oomens J, Jansen W, Schram MT, Dekker A, Bermejo I.","J Biomed Inform. 2024 Jul;155:104661. doi: 10.1016/j.jbi.2024.104661. Epub 2024 May 26.","Mateus P","J Biomed Inform","2024","2024/05/28","","","10.1016/j.jbi.2024.104661"
"41726461","LEVERAGING EPIC'S NATIVE ETL INFRASTRUCTURE FOR OMOP CDM IMPLEMENTATION: A COLLABORATIVE EXPERIENCE","Cooper LN, Vadsariya A, Varghese M, Nayee B, Moon J, Katterapalli C, Walker C, Gonzalez C, Sohal S, Lehmann CU, Velasco F, Basit M, Willett D.","AMIA Annu Symp Proc. 2025 May 22;2024:287-292. eCollection 2024.","Cooper LN","AMIA Annu Symp Proc","2025","2026/02/23","PMC12919598","",""
"30779778","Data model harmonization for the All Of Us Research Program: Transforming i2b2 data into the OMOP common data model","Klann JG, Joss MAH, Embree K, Murphy SN.","PLoS One. 2019 Feb 19;14(2):e0212463. doi: 10.1371/journal.pone.0212463. eCollection 2019.","Klann JG","PLoS One","2019","2019/02/20","PMC6380544","","10.1371/journal.pone.0212463"
"37507616","Risk of Hyponatremia after Tramadol/Acetaminophen Single-Pill Combination Therapy: A Real-World Study Based on the OMOP-CDM Database","Lee YJ, Kim J, Han Y, Hwang K, Choi B, Oh TR, Kim IY, Rhee H.","Drugs R D. 2023 Sep;23(3):289-296. doi: 10.1007/s40268-023-00436-4. Epub 2023 Jul 28.","Lee YJ","Drugs R D","2023","2023/07/28","PMC10439094","","10.1007/s40268-023-00436-4"
"39143600","How to customize common data models for rare diseases: an OMOP-based implementation and lessons learned","Ahmadi N, Zoch M, Guengoeze O, Facchinello C, Mondorf A, Stratmann K, Musleh K, Erasmus HP, Tchertov J, Gebler R, Schaaf J, Frischen LS, Nasirian A, Dai J, Henke E, Tremblay D, Srisuwananukorn A, Bornhäuser M, Röllig C, Eckardt JN, Middeke JM, Wolfien M, Sedlmayr M.","Orphanet J Rare Dis. 2024 Aug 14;19(1):298. doi: 10.1186/s13023-024-03312-9.","Ahmadi N","Orphanet J Rare Dis","2024","2024/08/14","PMC11325822","","10.1186/s13023-024-03312-9"
"37724311","Transforming the Information System for Research in Primary Care (SIDIAP) in Catalonia to the OMOP Common Data Model and Its Use for COVID-19 Research","Raventós B, Fernández-Bertolín S, Aragón M, Voss EA, Blacketer C, Méndez-Boo L, Recalde M, Roel E, Pistillo A, Reyes C, van Sandijk S, Halvorsen L, Rijnbeek PR, Burn E, Duarte-Salles T.","Clin Epidemiol. 2023 Sep 13;15:969-986. doi: 10.2147/CLEP.S419481. eCollection 2023.","Raventós B","Clin Epidemiol","2023","2023/09/19","PMC10505380","","10.2147/CLEP.S419481"
"38893186","Transforming a Large-Scale Prostate Cancer Outcomes Dataset to the OMOP Common Data Model-Experiences from a Scientific Data Holder's Perspective","Sibert NT, Soff J, La Ferla S, Quaranta M, Kremer A, Kowalski C.","Cancers (Basel). 2024 May 30;16(11):2069. doi: 10.3390/cancers16112069.","Sibert NT","Cancers (Basel)","2024","2024/06/19","PMC11171220","","10.3390/cancers16112069"
"30421323","Analysis of treatment pathways for three chronic diseases using OMOP CDM","Zhang X, Wang L, Miao S, Xu H, Yin Y, Zhu Y, Dai Z, Shan T, Jing S, Wang J, Zhang X, Huang Z, Wang Z, Guo J, Liu Y.","J Med Syst. 2018 Nov 13;42(12):260. doi: 10.1007/s10916-018-1076-5.","Zhang X","J Med Syst","2018","2018/11/14","PMC6244882","","10.1007/s10916-018-1076-5"
"33936396","Deep Learning Approach to Parse Eligibility Criteria in Dietary Supplements Clinical Trials Following OMOP Common Data Model","Bompelli A, Li J, Xu Y, Wang N, Wang Y, Adam T, He Z, Zhang R.","AMIA Annu Symp Proc. 2021 Jan 25;2020:243-252. eCollection 2020.","Bompelli A","AMIA Annu Symp Proc","2021","2021/05/03","PMC8075443","",""
"31633087","ROMOP: a light-weight R package for interfacing with OMOP-formatted electronic health record data","Glicksberg BS, Oskotsky B, Giangreco N, Thangaraj PM, Rudrapatna V, Datta D, Frazier R, Lee N, Larsen R, Tatonetti NP, Butte AJ.","JAMIA Open. 2019 Apr;2(1):10-14. doi: 10.1093/jamiaopen/ooy059. Epub 2019 Jan 4.","Glicksberg BS","JAMIA Open","2019","2019/10/22","PMC6800657","NIHMS1052565","10.1093/jamiaopen/ooy059"
"39949611","Harmonizing population health data into OMOP common data model: a demonstration using COVID-19 sero-surveillance data from Nairobi Urban Health and Demographic Surveillance System","Ochola M, Kiwuwa-Muyingo S, Bhattacharjee T, Amadi D, Ng'etich M, Kadengye D, Owoko H, Igumba B, Greenfield J, Todd J, Kiragga A.","Front Digit Health. 2025 Jan 28;7:1423621. doi: 10.3389/fdgth.2025.1423621. eCollection 2025.","Ochola M","Front Digit Health","2025","2025/02/14","PMC11822943","","10.3389/fdgth.2025.1423621"
"35571357","Trajectories: a framework for detecting temporal clinical event sequences from health data standardized to the Observational Medical Outcomes Partnership (OMOP) Common Data Model","Künnapuu K, Ioannou S, Ligi K, Kolde R, Laur S, Vilo J, Rijnbeek PR, Reisberg S.","JAMIA Open. 2022 Mar 16;5(1):ooac021. doi: 10.1093/jamiaopen/ooac021. eCollection 2022 Apr.","Künnapuu K","JAMIA Open","2022","2022/05/16","PMC9097714","","10.1093/jamiaopen/ooac021"
"28269868","Feasibility of Representing Data from Published Nursing Research Using the OMOP Common Data Model","Kim H, Choi J, Jang I, Quach J, Ohno-Machado L.","AMIA Annu Symp Proc. 2017 Feb 10;2016:715-723. eCollection 2016.","Kim H","AMIA Annu Symp Proc","2017","2017/03/09","PMC5333244","",""
"36303318","Common data model for COVID-19 datasets","Wegner P, Jose GM, Lage-Rupprecht V, Golriz Khatami S, Zhang B, Springstubbe S, Jacobs M, Linden T, Ku C, Schultz B, Hofmann-Apitius M, Kodamullil AT; COPERIMOplus Consortium.","Bioinformatics. 2022 Dec 13;38(24):5466-5468. doi: 10.1093/bioinformatics/btac651.","Wegner P","Bioinformatics","2022","2022/10/28","PMC9750115","","10.1093/bioinformatics/btac651"
"29063555","Representing Knowledge Consistently Across Health Systems","Rosenbloom ST, Carroll RJ, Warner JL, Matheny ME, Denny JC.","Yearb Med Inform. 2017 Aug;26(1):139-147. doi: 10.15265/IY-2017-018. Epub 2017 Sep 11.","Rosenbloom ST","Yearb Med Inform","2017","2017/10/25","PMC6239235","","10.15265/IY-2017-018"
"36847736","Correction to: Transforming and evaluating the UK Biobank to the OMOP Common Data Model for COVID-19 research and beyond","","J Am Med Inform Assoc. 2023 Apr 19;30(5):1006. doi: 10.1093/jamia/ocad032.","","J Am Med Inform Assoc","2023","2023/02/27","PMC10114052","","10.1093/jamia/ocad032"
"34042737","Automated Generation of Individual and Population Clinical Pathways with the OMOP Common Data Model","Boudis F, Clement G, Bruandet A, Lamer A.","Stud Health Technol Inform. 2021 May 27;281:218-222. doi: 10.3233/SHTI210152.","Boudis F","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210152"
"34904958","Transformation and Evaluation of the MIMIC Database in the OMOP Common Data Model: Development and Usability Study","Paris N, Lamer A, Parrot A.","JMIR Med Inform. 2021 Dec 14;9(12):e30970. doi: 10.2196/30970.","Paris N","JMIR Med Inform","2021","2021/12/14","PMC8715361","","10.2196/30970"
"34068814","The Risk of Osteoporosis and Osteoporotic Fracture Following the Use of Irritable Bowel Syndrome Medical Treatment: An Analysis Using the OMOP CDM Database","Kim GL, Yi YH, Hwang HR, Kim J, Park Y, Kim YJ, Lee JG, Tak YJ, Lee SH, Lee SY, Cho YH, Park EJ, Lee Y.","J Clin Med. 2021 May 10;10(9):2044. doi: 10.3390/jcm10092044.","Kim GL","J Clin Med","2021","2021/06/02","PMC8126251","","10.3390/jcm10092044"
"31214700","PatientExploreR: an extensible application for dynamic visualization of patient clinical history from electronic health records in the OMOP common data model","Glicksberg BS, Oskotsky B, Thangaraj PM, Giangreco N, Badgeley MA, Johnson KW, Datta D, Rudrapatna VA, Rappoport N, Shervey MM, Miotto R, Goldstein TC, Rutenberg E, Frazier R, Lee N, Israni S, Larsen R, Percha B, Li L, Dudley JT, Tatonetti NP, Butte AJ.","Bioinformatics. 2019 Nov 1;35(21):4515-4518. doi: 10.1093/bioinformatics/btz409.","Glicksberg BS","Bioinformatics","2019","2019/06/20","PMC6821222","","10.1093/bioinformatics/btz409"
"39274317","Early Clinical Experience of Finerenone in People with Chronic Kidney Disease and Type 2 Diabetes in Japan-A Multi-Cohort Study from the FOUNTAIN (FinerenOne mUltidatabase NeTwork for Evidence generAtIoN) Platform","Sato A, Rodriguez-Molina D, Yoshikawa-Ryan K, Yamashita S, Okami S, Liu F, Farjat A, Oberprieler NG, Kovesdy CP, Kanasaki K, Vizcaya D.","J Clin Med. 2024 Aug 28;13(17):5107. doi: 10.3390/jcm13175107.","Sato A","J Clin Med","2024","2024/09/14","PMC11396164","","10.3390/jcm13175107"
"34911976","Preliminary feasibility assessment of CDM-based active surveillance using current status of medical device data in medical records and OMOP-CDM","Choi S, Choi SJ, Kim JK, Nam KC, Lee S, Kim JH, Lee YK.","Sci Rep. 2021 Dec 15;11(1):24070. doi: 10.1038/s41598-021-03332-6.","Choi S","Sci Rep","2021","2021/12/16","PMC8674329","","10.1038/s41598-021-03332-6"
"31581246","KETOS: Clinical decision support and machine learning as a service - A training and deployment platform based on Docker, OMOP-CDM, and FHIR Web Services","Gruendner J, Schwachhofer T, Sippl P, Wolf N, Erpenbeck M, Gulden C, Kapsner LA, Zierk J, Mate S, Stürzl M, Croner R, Prokosch HU, Toddenroth D.","PLoS One. 2019 Oct 3;14(10):e0223010. doi: 10.1371/journal.pone.0223010. eCollection 2019.","Gruendner J","PLoS One","2019","2019/10/04","PMC6776354","","10.1371/journal.pone.0223010"
"33674830","COVID-19 SignSym: a fast adaptation of a general clinical NLP tool to identify and normalize COVID-19 signs and symptoms to OMOP common data model","Wang J, Abu-El-Rub N, Gray J, Pham HA, Zhou Y, Manion FJ, Liu M, Song X, Xu H, Rouhizadeh M, Zhang Y.","J Am Med Inform Assoc. 2021 Jun 12;28(6):1275-1283. doi: 10.1093/jamia/ocab015.","Wang J","J Am Med Inform Assoc","2021","2021/03/06","PMC7989301","","10.1093/jamia/ocab015"
"36283581","Ontology-based categorization of clinical studies by their conditions","Liu H, Carini S, Chen Z, Phillips Hey S, Sim I, Weng C.","J Biomed Inform. 2022 Nov;135:104235. doi: 10.1016/j.jbi.2022.104235. Epub 2022 Oct 23.","Liu H","J Biomed Inform","2022","2022/10/25","","","10.1016/j.jbi.2022.104235"
"39888618","Use of Machine Learning to Assess the Management of Uncomplicated Urinary Tract Infection","Jones N, Shih MC, Healey E, Zhai CW, Advani S, Smith-McLallen A, Sontag D, Kanjilal S.","JAMA Netw Open. 2025 Jan 2;8(1):e2456950. doi: 10.1001/jamanetworkopen.2024.56950.","Jones N","JAMA Netw Open","2025","2025/01/31","PMC11786233","","10.1001/jamanetworkopen.2024.56950"
"33177037","Proposal and Assessment of a De-Identification Strategy to Enhance Anonymity of the Observational Medical Outcomes Partnership Common Data Model (OMOP-CDM) in a Public Cloud-Computing Environment: Anonymization of Medical Data Using Privacy Models","Jeon S, Seo J, Kim S, Lee J, Kim JH, Sohn JW, Moon J, Joo HJ.","J Med Internet Res. 2020 Nov 26;22(11):e19597. doi: 10.2196/19597.","Jeon S","J Med Internet Res","2020","2020/11/12","PMC7728527","","10.2196/19597"
"38593431","Converge or Collide? Making Sense of a Plethora of Open Data Standards in Health Care","Tsafnat G, Dunscombe R, Gabriel D, Grieve G, Reich C.","J Med Internet Res. 2024 Apr 9;26:e55779. doi: 10.2196/55779.","Tsafnat G","J Med Internet Res","2024","2024/04/09","PMC11040436","","10.2196/55779"
"40680297","Breaking data silos: incorporating the DICOM imaging standard into the OMOP CDM to enable multimodal research","Park WY, Sippel Schmidt T, Salvador G, O'Donnell K, Genereaux B, Jeon K, You SC, Dewey BE, Nagy P; Alzheimer’s Disease Neuroimaging Initiative.","J Am Med Inform Assoc. 2025 Oct 1;32(10):1533-1541. doi: 10.1093/jamia/ocaf091.","Park WY","J Am Med Inform Assoc","2025","2025/07/18","PMC12451937","","10.1093/jamia/ocaf091"
"40151318","Converting Health Level 7 Clinical Document Architecture (CDA) documents to Observational Medical Outcomes Partnership Common Data Model (OMOP CDM) by leveraging CDA Template definitions","Katsch F, Hussein R, Stamm T, Duftschmid G.","JAMIA Open. 2025 Mar 26;8(2):ooaf022. doi: 10.1093/jamiaopen/ooaf022. eCollection 2025 Apr.","Katsch F","JAMIA Open","2025","2025/03/28","PMC11945294","","10.1093/jamiaopen/ooaf022"
"33114631","Application of Epidemiological Geographic Information System: An Open-Source Spatial Analysis Tool Based on the OMOP Common Data Model","Cho J, You SC, Lee S, Park D, Park B, Hripcsak G, Park RW.","Int J Environ Res Public Health. 2020 Oct 26;17(21):7824. doi: 10.3390/ijerph17217824.","Cho J","Int J Environ Res Public Health","2020","2020/10/29","PMC7663469","","10.3390/ijerph17217824"
"40107446","Identifying patients with neurofibromatosis type 1 related optic pathway glioma using the OMOP CDM","Dhaenens BAE, Moinat M, Didden EM, Ammour N, Oostenbrink R, Rijnbeek P.","Eur J Med Genet. 2025 Jun;75:105011. doi: 10.1016/j.ejmg.2025.105011. Epub 2025 Mar 17.","Dhaenens BAE","Eur J Med Genet","2025","2025/03/19","","","10.1016/j.ejmg.2025.105011"
"37034358","Contextualising adverse events of special interest to characterise the baseline incidence rates in 24 million patients with COVID-19 across 26 databases: a multinational retrospective cohort study","Voss EA, Shoaibi A, Yin Hui Lai L, Blacketer C, Alshammari T, Makadia R, Haynes K, Sena AG, Rao G, van Sandijk S, Fraboulet C, Boyer L, Le Carrour T, Horban S, Morales DR, Martínez Roldán J, Ramírez-Anguita JM, Mayer MA, de Wilde M, John LH, Duarte-Salles T, Roel E, Pistillo A, Kolde R, Maljković F, Denaxas S, Papez V, Kahn MG, Natarajan K, Reich C, Secora A, Minty EP, Shah NH, Posada JD, Garcia Morales MT, Bosca D, Cadenas Juanino H, Diaz Holgado A, Pedrera Jiménez M, Serrano Balazote P, García Barrio N, Şen S, Üresin AY, Erdogan B, Belmans L, Byttebier G, Malbrain MLNG, Dedman DJ, Cuccu Z, Vashisht R, Butte AJ, Patel A, Dahm L, Han C, Bu F, Arshad F, Ostropolets A, Nyberg F, Hripcsak G, Suchard MA, Prieto-Alhambra D, Rijnbeek PR, Schuemie MJ, Ryan PB.","EClinicalMedicine. 2023 Apr;58:101932. doi: 10.1016/j.eclinm.2023.101932. Epub 2023 Apr 4.","Voss EA","EClinicalMedicine","2023","2023/04/10","PMC10072853","","10.1016/j.eclinm.2023.101932"
"34457154","A Comparison between Human and NLP-based Annotation of Clinical Trial Eligibility Criteria Text Using The OMOP Common Data Model","Li X, Liu H, Kury F, Yuan C, Butler A, Sun Y, Ostropolets A, Xu H, Weng C.","AMIA Jt Summits Transl Sci Proc. 2021 May 17;2021:394-403. eCollection 2021.","Li X","AMIA Jt Summits Transl Sci Proc","2021","2021/08/30","PMC8378608","",""
"40417523","Optimizing Medication Querying Using Ontology-Driven Approach with OMOP: with an application to a large-scale COVID-19 EHR dataset","Li X, Huang Y, Cui L, Tao S, Zhang GQ.","AMIA Annu Symp Proc. 2025 May 22;2024:693-702. eCollection 2024.","Li X","AMIA Annu Symp Proc","2025","2025/05/26","PMC12099415","",""
"41767541","Toward bidirectional FHIR-OMOP CDM transformations using TermX to support the secondary use of real-world health data within a patient-centered digital health paradigm","Ardel HK, Randmaa R, Bossenko I, Piho G, Ross P.","Front Med (Lausanne). 2026 Feb 12;13:1736785. doi: 10.3389/fmed.2026.1736785. eCollection 2026.","Ardel HK","Front Med (Lausanne)","2026","2026/03/02","PMC12935678","","10.3389/fmed.2026.1736785"
"41646216","Establishing standards: harmonising coding principles for a minimal cancer dataset in the OMOP Common Data Model","Ajmal A, Bouissou O, Brash J, Cheeseman S, Banduge PG, Gomes AL, Revie L, Ross E, Theophanous S, Thonnard J, Van Maanen A, Vengadeswaran A, Wolf A, Fernandez XM.","ESMO Real World Data Digit Oncol. 2025 Sep 8;9:100179. doi: 10.1016/j.esmorw.2025.100179. eCollection 2025 Sep.","Ajmal A","ESMO Real World Data Digit Oncol","2025","2026/02/06","PMC12836509","","10.1016/j.esmorw.2025.100179"
"25848597","Transforming the Premier Perspective Hospital Database into the Observational Medical Outcomes Partnership (OMOP) Common Data Model","Makadia R, Ryan PB.","EGEMS (Wash DC). 2014 Nov 11;2(1):1110. doi: 10.13063/2327-9214.1110. eCollection 2014.","Makadia R","EGEMS (Wash DC)","2014","2015/04/08","PMC4371500","","10.13063/2327-9214.1110"
"37128452","Hierarchy-aware Adverse Reaction Embeddings for Signal Detection","Joopudi V, Dandala B, Tsou CH, Liang JJ.","AMIA Annu Symp Proc. 2023 Apr 29;2022:596-605. eCollection 2022.","Joopudi V","AMIA Annu Symp Proc","2023","2023/05/02","PMC10148317","",""
"41166331","Kineret: Israel's Largest Hospital Network Transformed into the OMOP common data model for collaborative research","Rappoport N, Livne G, Perry Cohen N, Makover N, Eshel-Geva H, Kapach H, Hadad T, Alon Y, Rubin R, Chai S, da Villa S, Hochman O.","PLoS One. 2025 Oct 30;20(10):e0334848. doi: 10.1371/journal.pone.0334848. eCollection 2025.","Rappoport N","PLoS One","2025","2025/10/30","PMC12574879","","10.1371/journal.pone.0334848"
"41300987","Association Between the Use of DPP4 Inhibitors and Metformin and the Risk of Cancer in Patients with Type 2 Diabetes: A Multicenter Retrospective Cohort Study Using the OMOP CDM Database","Kim GL, Yi YH, Lee JG, Tak YJ, Lee SH, Ra YJ, Choi BK, Lee SY, Cho YH, Park EJ, Lee Y, Choi JI, Lee SR, Kwon RJ, Son SM.","Cancers (Basel). 2025 Nov 10;17(22):3620. doi: 10.3390/cancers17223620.","Kim GL","Cancers (Basel)","2025","2025/11/27","PMC12650375","","10.3390/cancers17223620"
"39761272","ETL: From the German Health Data Lab data formats to the OMOP Common Data Model","Finster M, Moinat M, Taghizadeh E.","PLoS One. 2025 Jan 6;20(1):e0311511. doi: 10.1371/journal.pone.0311511. eCollection 2025.","Finster M","PLoS One","2025","2025/01/06","PMC11703056","","10.1371/journal.pone.0311511"
"40252169","Predicting ICU Admission Risk in Children with Respiratory Syncytial Virus","Lee YH, Choe YJ, Yoon YS, Park JY, Kim YK, Joo HJ, Choi S, Kim HJ, Bertizzolo L.","Infect Dis Ther. 2025 Jun;14(6):1277-1286. doi: 10.1007/s40121-025-01155-w. Epub 2025 Apr 19.","Lee YH","Infect Dis Ther","2025","2025/04/19","PMC12151929","","10.1007/s40121-025-01155-w"
"41013235","Semiautomatic mapping of a national drug terminology to standardised OMOP drug concepts using publicly available supplementary information","Katsch F, Mészáros Á, Héja T, Hussein R, Duftschmid G.","BMC Med Res Methodol. 2025 Sep 26;25(1):213. doi: 10.1186/s12874-025-02669-0.","Katsch F","BMC Med Res Methodol","2025","2025/09/27","PMC12465475","","10.1186/s12874-025-02669-0"
"31721815","Correction: KETOS: Clinical decision support and machine learning as a service - A training and deployment platform based on Docker, OMOP-CDM, and FHIR Web Services","Gruendner J, Schwachhofer T, Sippl P, Wolf N, Erpenbeck M, Gulden C, Kapsner LA, Zierk J, Mate S, Stürzl M, Croner R, Prokosch HU, Toddenroth D.","PLoS One. 2019 Nov 13;14(11):e0225442. doi: 10.1371/journal.pone.0225442. eCollection 2019.","Gruendner J","PLoS One","2019","2019/11/14","PMC6853310","","10.1371/journal.pone.0225442"
"40417570","A Novel Sentence Transformer-based Natural Language Processing Approach for Schema Mapping of Electronic Health Records to the OMOP Common Data Model","Zhou X, Dhingra LS, Aminorroaya A, Adejumo P, Khera R.","AMIA Annu Symp Proc. 2025 May 22;2024:1332-1339. eCollection 2024.","Zhou X","AMIA Annu Symp Proc","2025","2025/05/26","PMC12099400","",""
"37023843","The need for multimodal health data modeling: A practical approach for a federated-learning healthcare platform","Cremonesi F, Planat V, Kalokyri V, Kondylakis H, Sanavia T, Miguel Mateos Resinas V, Singh B, Uribe S.","J Biomed Inform. 2023 May;141:104338. doi: 10.1016/j.jbi.2023.104338. Epub 2023 Apr 5.","Cremonesi F","J Biomed Inform","2023","2023/04/06","","","10.1016/j.jbi.2023.104338"
"40414829","Association of COX-2 Selectivity in Pain Medication Use with Endometriosis Incidence: Retrospective Cohort Study","Park J, Chang HJ, Hwang KJ, Yum SH, Park CE, Kim JH, Kim M.","Yonsei Med J. 2025 Jun;66(6):374-382. doi: 10.3349/ymj.2024.0255.","Park J","Yonsei Med J","2025","2025/05/25","PMC12116869","","10.3349/ymj.2024.0255"
"31419833","Clinical Research Informatics: Contributions from 2018","Daniel C, Kalra D; Section Editors for the IMIA Yearbook Section on Clinical Research Informatics.","Yearb Med Inform. 2019 Aug;28(1):203-205. doi: 10.1055/s-0039-1677921. Epub 2019 Aug 16.","Daniel C","Yearb Med Inform","2019","2019/08/17","PMC6697501","","10.1055/s-0039-1677921"
"39407552","Organic and Metal-Organic Polymer-Based Catalysts-Enfant Terrible Companions or Good Assistants?","Králik M, Koóš P, Markovič M, Lopatka P.","Molecules. 2024 Sep 29;29(19):4623. doi: 10.3390/molecules29194623.","Králik M","Molecules","2024","2024/10/16","PMC11477782","","10.3390/molecules29194623"
"40055683","Psychiatric and neuropsychiatric sequelae of COVID-19 within 2 years: a multinational cohort study","Chai Y, Lam ICH, Man KKC, Hayes JF, Wan EYF, Li X, Chui CSL, Lau WCY, Lin X, Yin C, Fan M, Chan EW, Wong ICK, Luo H.","BMC Med. 2025 Mar 7;23(1):144. doi: 10.1186/s12916-025-03952-z.","Chai Y","BMC Med","2025","2025/03/07","PMC11887073","","10.1186/s12916-025-03952-z"
"39552716","Incidence of post-acute COVID-19 symptoms across healthcare settings in seven countries: an international retrospective cohort study using routinely-collected data","Xie J, López-Güell K, Dedman D, Duarte-Salles T, Kolde R, López-Blasco R, Martínez Á, Mercier G, Abellan A, Arinze JT, Cuccu Z, Delmestri A, Delseny D, Khalid S, Kim C, Kim JW, Kostka K, Loste C, Mateu L, Mayer MA, Meléndez-Cardiel J, Mercadé-Besora N, Mosseveld M, Nishimura A, Nordeng HME, Oyinlola JO, Pérez-Crespo L, Pineda-Moncusí M, Ramírez-Anguita JM, Trinh NTH, Uusküla A, Valdivieso B, Burkard T, Burn E, Català M, Prieto-Alhambra D, Paredes R, Jödicke AM.","EClinicalMedicine. 2024 Oct 30;77:102903. doi: 10.1016/j.eclinm.2024.102903. eCollection 2024 Nov.","Xie J","EClinicalMedicine","2024","2024/11/18","PMC11564986","","10.1016/j.eclinm.2024.102903"
"25187016","Fidelity assessment of a clinical practice research datalink conversion to the OMOP common data model","Matcho A, Ryan P, Fife D, Reich C.","Drug Saf. 2014 Nov;37(11):945-59. doi: 10.1007/s40264-014-0214-3.","Matcho A","Drug Saf","2014","2014/09/05","PMC4206771","","10.1007/s40264-014-0214-3"
"41647292","DIGICORE, an international research consortium, is building infrastructure and skills to transform digital oncology research across Europe","Anderson J.","ESMO Real World Data Digit Oncol. 2024 Jan 27;3:100023. doi: 10.1016/j.esmorw.2024.100023. eCollection 2024 Mar.","Anderson J","ESMO Real World Data Digit Oncol","2024","2026/02/06","PMC12836738","","10.1016/j.esmorw.2024.100023"
"31325501","Facilitating phenotype transfer using a common data model","Hripcsak G, Shang N, Peissig PL, Rasmussen LV, Liu C, Benoit B, Carroll RJ, Carrell DS, Denny JC, Dikilitas O, Gainer VS, Howell KM, Klann JG, Kullo IJ, Lingren T, Mentch FD, Murphy SN, Natarajan K, Pacheco JA, Wei WQ, Wiley K, Weng C.","J Biomed Inform. 2019 Aug;96:103253. doi: 10.1016/j.jbi.2019.103253. Epub 2019 Jul 17.","Hripcsak G","J Biomed Inform","2019","2019/07/21","PMC6697565","NIHMS1535478","10.1016/j.jbi.2019.103253"
"41269063","Extending the Observational Medical Outcomes Partnership (OMOP) Common Data Model for Critical Care Medicine: A Framework for Standardizing Complex ICU Data Using the Society of Critical Care Medicine's Critical Care Data Dictionary (C2D2)","Adams MCB, Hurley RW, Bartels K, Perkins ML, Hudson C, Topaloglu U, Cobb JP, Reuter-Rice K, Stocking JC, Khanna AK.","Crit Care Med. 2026 Feb 1;54(2):270-279. doi: 10.1097/CCM.0000000000006969. Epub 2025 Nov 21.","Adams MCB","Crit Care Med","2026","2025/11/21","PMC12955978","","10.1097/CCM.0000000000006969"
"37957229","Effect of statin use on head and neck cancer prognosis in a multicenter study using a Common Data Model","Seol S, Choi JR, Choi B, Kim S, Jeon JY, Park KN, Park JH, Park MW, Eun YG, Park JJ, Lee BJ, Shin YS, Kim CH, Park RW, Jang JY.","Sci Rep. 2023 Nov 13;13(1):19770. doi: 10.1038/s41598-023-45654-7.","Seol S","Sci Rep","2023","2023/11/13","PMC10643676","","10.1038/s41598-023-45654-7"
"40169005","Integrative Data Science in Drug Safety Research: Experiences, Challenges, and Perspectives","Sanz F.","Annu Rev Biomed Data Sci. 2025 Aug;8(1):275-285. doi: 10.1146/annurev-biodatasci-103123-095506. Epub 2025 Apr 1.","Sanz F","Annu Rev Biomed Data Sci","2025","2025/04/01","","","10.1146/annurev-biodatasci-103123-095506"
"35672970","A Multi-Omics Common Data Model for Primary Immunodeficiencies","Buy M, Digan W, Chen X, Husson J, Ménager M, Rieux-Laucat F, Garcelon N; ATRACTion Members.","Stud Health Technol Inform. 2022 Jun 6;290:56-60. doi: 10.3233/SHTI220031.","Buy M","Stud Health Technol Inform","2022","2022/06/08","","","10.3233/SHTI220031"
"35589253","""Beyond MELD"" - Emerging strategies and technologies for improving mortality prediction, organ allocation and outcomes in liver transplantation","Ge J, Kim WR, Lai JC, Kwong AJ.","J Hepatol. 2022 Jun;76(6):1318-1329. doi: 10.1016/j.jhep.2022.03.003.","Ge J","J Hepatol","2022","2022/05/19","PMC10286631","NIHMS1904959","10.1016/j.jhep.2022.03.003"
"36478647","Establishment of an International Evidence Sharing Network Through Common Data Model for Cardiovascular Research","You SC, Lee S, Choi B, Park RW.","Korean Circ J. 2022 Dec;52(12):853-864. doi: 10.4070/kcj.2022.0294.","You SC","Korean Circ J","2022","2022/12/08","PMC9742390","","10.4070/kcj.2022.0294"
"28776047","An Interoperable Similarity-based Cohort Identification Method Using the OMOP Common Data Model version 5.0","Chakrabarti S, Sen A, Huser V, Hruby GW, Rusanov A, Albers DJ, Weng C.","J Healthc Inform Res. 2017 Jun;1(1):1-18. doi: 10.1007/s41666-017-0005-6. Epub 2017 Jun 8.","Chakrabarti S","J Healthc Inform Res","2017","2017/08/05","PMC5536903","NIHMS883375","10.1007/s41666-017-0005-6"
